id_produto_vendido;id_produto;id_variacao_selecionada;valor_medida;tipo_medida;numero_pessoas_servidas;preco;qtde;anotacao;subtotal;id_ordem
5f7dd89af266b40021daf2c9;5f641e53b47ff900210865a0;5f692198805b01002172a298;1.2;WEIGHT;10;99.0;1;;99.0;5f7dd89bf266b40021daf3dc
5f7dda57f266b40021daf4b7;5f6f6d468c135d00214d4100;5f6f6d468c135d00214d4103;1.5;WEIGHT;15;50.0;1;;50.0;5f7dda57f266b40021daf4b8
5f7dda97f266b40021daf4f6;5f6958d51159b900219f6143;5f6958d51159b900219f6146;10;QUANTITY;5;29.9;1;;29.9;5f7dda97f266b40021daf4f7
5f7ddadbf266b40021daf511;5f641e53b47ff900210865a0;5f692198805b01002172a299;0.7;WEIGHT;6;59.0;1;;59.0;5f7dda97f266b40021daf4f7
5f7ddb2ef266b40021daf57e;5f641e88b47ff900210865ac;5f692250805b01002172a2d0;1.2;WEIGHT;10;149.0;1;;149.0;5f7dda97f266b40021daf4f7
5f7ddb45f266b40021daf5a3;5f641e53b47ff900210865a0;5f692198805b01002172a298;1.2;WEIGHT;10;99.0;1;;99.0;5f7ddb45f266b40021daf5a4
5f7ddbc5f266b40021daf5ce;5f641fbcb47ff900210865de;5f6924851159b900219f5a6a;0.7;WEIGHT;6;59.0;2;;59.0;5f7ddbc5f266b40021daf5cf
5f7de0fef266b40021daf70f;5f641fbcb47ff900210865de;5f6924851159b900219f5a6a;0.7;WEIGHT;6;59.0;1;Para as princesas Nina e Lorena;59.0;5f7de0fef266b40021daf710
5f7de1bdf266b40021daf795;5f641fbcb47ff900210865de;5f6924851159b900219f5a6a;0.7;WEIGHT;6;59.0;1;Para as princesas Nina e Lorena;59.0;5f7de1bdf266b40021daf796
5f7de40ef266b40021daf904;5f6419efb47ff90021086592;5f69201f805b01002172a261;0.7;WEIGHT;6;59.0;1;Para as princesas Nina e Lorena;59.0;5f7de40ef266b40021daf908
5f7de493f266b40021daf97a;5f641fbcb47ff900210865de;5f6924851159b900219f5a6a;0.7;WEIGHT;6;59.0;1;;59.0;5f7de40ef266b40021daf908
5f7df365f266b40021dafb75;5f641f78b47ff900210865cc;5f692355805b01002172a33a;0.8;WEIGHT;6;79.0;1;;79.0;5f7df365f266b40021dafb76
5f7df3d9f266b40021dafbee;5f6419efb47ff90021086592;5f69201f805b01002172a261;0.7;WEIGHT;6;59.0;1;;59.0;5f7df3d9f266b40021dafbef
5f7df4dbf266b40021dafc42;5f6419efb47ff90021086592;5f69201f805b01002172a261;0.7;WEIGHT;6;59.0;1;;59.0;5f7df4dbf266b40021dafc43
5f7df535f266b40021dafcc3;5f641e53b47ff900210865a0;5f692198805b01002172a299;0.7;WEIGHT;6;59.0;1;;59.0;5f7df4dbf266b40021dafc43
5f7df7e0f266b40021dafed5;5f64203cb47ff900210865fe;5f69250a1159b900219f5aa2;0.7;WEIGHT;6;59.0;1;;59.0;5f7df7e0f266b40021dafed6
5f7df818f266b40021dafee8;5f64203cb47ff900210865fe;5f69250a1159b900219f5aa1;1.2;WEIGHT;10;99.0;1;;99.0;5f7df818f266b40021dafeeb
5f7df83ef266b40021daff04;5f64203cb47ff900210865fe;5f69250a1159b900219f5aa1;1.2;WEIGHT;10;99.0;1;;99.0;5f7df7e0f266b40021dafed6
5f7df84ff266b40021daff1d;5f64203cb47ff900210865fe;5f69250a1159b900219f5aa2;0.7;WEIGHT;6;59.0;1;;59.0;5f7df818f266b40021dafeeb
5f7df97bf266b40021daffae;5f6419efb47ff90021086592;5f69201f805b01002172a261;0.7;WEIGHT;6;59.0;1;;59.0;5f7df97bf266b40021daffaf
5f7dff5bf266b40021db0067;5f641f4bb47ff900210865bc;5f6929701159b900219f5b82;1.2;WEIGHT;10;99.0;1;;99.0;5f7dff5bf266b40021db0068
5f7e00e6f266b40021db00dd;5f641e53b47ff900210865a0;5f692198805b01002172a298;1.2;WEIGHT;10;99.0;1;;99.0;5f7e00e6f266b40021db00de
5f7e02f1f266b40021db01e2;5f6419efb47ff90021086592;5f69201f805b01002172a261;0.7;WEIGHT;6;59.0;1;;59.0;5f7de40ef266b40021daf908
5f7e0864f266b40021db0322;5f641e53b47ff900210865a0;5f692198805b01002172a299;0.7;WEIGHT;6;59.0;1;;59.0;5f7e0864f266b40021db0323
5f7e0e46354bf600213fd5ef;5f6958d51159b900219f6143;5f6958d51159b900219f6146;10;QUANTITY;5;29.9;1;;29.9;5f7e0e46354bf600213fd5f0
5f7e0f7c354bf600213fd660;5f641f4bb47ff900210865bc;5f6929701159b900219f5b83;0.7;WEIGHT;6;59.0;1;;59.0;5f7e0f7c354bf600213fd661
5f7e10b3354bf600213fd744;5f641f78b47ff900210865cc;5f692355805b01002172a33a;0.8;WEIGHT;6;79.0;1;;79.0;5f7e10b3354bf600213fd745
5f7e1462354bf600213fd8ce;5f641f78b47ff900210865cc;5f692355805b01002172a33a;0.8;WEIGHT;6;79.0;1;;79.0;5f7e1462354bf600213fd8cf
5f7e16cc354bf600213fd983;5f641f78b47ff900210865cc;5f692355805b01002172a33a;0.8;WEIGHT;6;79.0;1;;79.0;5f7e16cc354bf600213fd984
5f7e17d915c78600216848a2;5f6419efb47ff90021086592;5f69201f805b01002172a261;0.7;WEIGHT;6;59.0;1;;59.0;5f7e17d915c78600216848a3
5f7e17f815c78600216848c0;5f6a1d08f309620021ca269c;5f6a1d08f309620021ca26a2;2;QUANTITY;1;1.5;1;;1.5;5f7e17f815c78600216848c1
5f7e1c4515c7860021684a21;5f6419efb47ff90021086592;5f69201f805b01002172a261;0.7;WEIGHT;6;59.0;1;Para as princesas Nina e Lorena;59.0;5f7e0354f266b40021db0245
5f7e1cfb15c7860021684aa8;5f6419efb47ff90021086592;5f69201f805b01002172a261;0.7;WEIGHT;6;59.0;1;;59.0;5f7e1cfb15c7860021684aa9
5f7e1e5915c7860021684ba2;5f6419efb47ff90021086592;5f69201f805b01002172a260;1.2;WEIGHT;10;99.0;1;;99.0;5f7e1e5915c7860021684ba3
5f7e2a6d15c78600216854c9;5f641f4bb47ff900210865bc;5f6929701159b900219f5b83;0.7;WEIGHT;6;59.0;1;;59.0;5f7e2a6d15c78600216854ca
5f7e794315c7860021686241;5f6958d51159b900219f6143;5f6958d51159b900219f6146;10;QUANTITY;5;29.9;1;;29.9;5f7e794315c7860021686242
5f7e7a0615c7860021686283;5f6419efb47ff90021086592;5f69201f805b01002172a261;0.7;WEIGHT;6;59.0;1;;59.0;5f7e7a0615c7860021686284
5f7e7b4915c78600216864e5;5f64216bb47ff900210866ba;5f692aa51159b900219f5c2a;10;QUANTITY;5;29.9;1;;29.9;5f7e7a0615c7860021686284
5f7f141d15c7860021687945;5f6958d51159b900219f6143;5f6958d51159b900219f6146;10;QUANTITY;5;29.9;1;;29.9;5f7f141d15c7860021687946
5f7f149415c7860021687a1b;5f641fbcb47ff900210865de;5f6924851159b900219f5a6a;0.7;WEIGHT;6;59.0;1;;59.0;5f7f149415c7860021687a1e
5f7f412a175d260022982520;5f641f4bb47ff900210865bc;5f6929701159b900219f5b83;0.7;WEIGHT;6;59.0;1;;59.0;5f7f412a175d260022982521
5f7f41fd175d2600229825db;5f641e53b47ff900210865a0;5f692198805b01002172a299;0.7;WEIGHT;6;59.0;1;;59.0;5f7f41fd175d2600229825dc
5f7f57eb175d260022983812;5f725a02e751dd0021079eaa;5f725a02e751dd0021079eb0;1;WEIGHT;6;50.0;1;;50.0;5f7f57eb175d260022983813
5f873b460881680021594e3e;5f74d7d5628fd20021986fd2;5f74d7d5628fd20021986fd4;4;QUANTITY;4;45.0;1;;45.0;5f873b460881680021594e3f
5f879eac4c809d002148ac41;5f6419efb47ff90021086592;5f69201f805b01002172a261;0.7;WEIGHT;6;89.0;1;;89.0;5f879eac4c809d002148ac42
5f884b694c809d002148b525;5f738659a2a8da00217efb94;5f738659a2a8da00217efb96;0.3;WEIGHT;2;10.0;1;;10.0;5f884b694c809d002148b528
5f89deb002881e002163bc8f;5f738756a2a8da00217efbed;5f738756a2a8da00217efbef;0.3;WEIGHT;2;8.0;1;;8.0;5f89deb002881e002163bc90
5f89eded02881e002163c326;5f6a1d08f309620021ca269c;5f6a1d08f309620021ca26a1;1;QUANTITY;1;1.1;1;;1.1;5f89eded02881e002163c329
5f89ee9502881e002163c34c;5f6a1d08f309620021ca269c;5f6a1d08f309620021ca26a2;2;QUANTITY;1;1.5;1;;2.3;5f89ee9502881e002163c34f
5f8c42f017f3b3002134e980;5f6419efb47ff90021086592;5f69201f805b01002172a260;1.2;WEIGHT;10;139.0;1;;139.0;5f8c42f017f3b3002134e981
5f8ca1dc17f3b3002134fa15;5f6e576b8c135d00214d2f39;5f6e576b8c135d00214d2f3f;1;WEIGHT;10;165.0;1;;165.0;5f8ca1dc17f3b3002134fa16
5f8ca50017f3b30021350123;5f738659a2a8da00217efb94;5f738659a2a8da00217efb96;0.3;WEIGHT;2;10.0;3;;30.0;5f8ca50017f3b30021350124
5f8ca53a17f3b3002135018a;5f74dfd3628fd200219874e4;5f74dfd3628fd200219874e6;30;QUANTITY;30;4.18;1;;4.58;5f8ca53a17f3b3002135018d
5f8ca54e17f3b300213501ce;5f7388b9a2a8da00217efc60;5f7388b9a2a8da00217efc62;0.2;WEIGHT;1;7.0;1;;7.0;5f8ca54e17f3b300213501d1
5f8ca56317f3b300213501fb;5f6b83a2455f7d0021af7083;5f6b83a2455f7d0021af7085;1;WEIGHT;10;55.0;1;;55.0;5f8ca56317f3b300213501fc
5f8ce08248de890021a6867f;5f642189b47ff900210866dc;5f692b471159b900219f5c9a;10;QUANTITY;5;39.9;1;;39.9;5f8ce08248de890021a68680
5f8ceb6f48de890021a68b14;5f6e5e0a8c135d00214d3349;5f74ecfe628fd20021988be9;1;QUANTITY;4;25.0;2;;50.0;5f8ceb6f48de890021a68b18
5f8cfa6b48de890021a69232;5f738756a2a8da00217efbed;5f738756a2a8da00217efbef;0.3;WEIGHT;2;8.0;1;;8.0;5f8cfa6b48de890021a69235
5f8cfcf148de890021a69463;5f87331508816800215949c3;5f87331508816800215949c5;1;WEIGHT;10;80.0;1;;80.0;5f8cfcf148de890021a69464
5f8cfdc148de890021a695b8;5f642207b47ff900210867a4;5f692dca1159b900219f5db2;2;QUANTITY;2;39.9;1;;39.9;5f8cfdc148de890021a695bb
5f8d878748de890021a6f17a;5f6cde87c9daae00215319fa;5f6cde87c9daae00215319fc;0.5;WEIGHT;4;25.0;1;;25.0;5f8d878748de890021a6f17b
5f8d977248de890021a7089e;5f6b83a2455f7d0021af7083;5f6b83a2455f7d0021af7085;1;WEIGHT;10;55.0;1;;55.0;5f8d977248de890021a7089f
5f8d98fc48de890021a70a51;5f74dbd5628fd2002198718e;5f74dbd5628fd20021987191;10;QUANTITY;4;30.0;1;;30.0;5f8d98fc48de890021a70a55
5f8d9d6848de890021a71019;5f6b83a2455f7d0021af7083;5f74d072628fd20021986bfe;2;WEIGHT;20;140.0;1;;140.0;5f8d9d6848de890021a7101a
5f8d9e7e48de890021a7138e;5f6b83a2455f7d0021af7083;5f6b83a2455f7d0021af7085;1;WEIGHT;10;55.0;1;Conversado por telefone. Entrega para data de hoje;55.0;5f8d9e7e48de890021a7138f
5f8d9f0448de890021a714ef;5f87331508816800215949c3;5f87331508816800215949c5;1;WEIGHT;10;80.0;1;;80.0;5f8d9f0448de890021a714f0
5f8da8df48de890021a729e4;5f87331508816800215949c3;5f87331508816800215949c5;1;WEIGHT;10;80.0;1;;80.0;5f8da8df48de890021a729e5
5f8dbaef48de890021a7507b;5f7ca7751516ce00214d73e8;5f7ca7751516ce00214d73ea;1;WEIGHT;8;50.0;1;;50.0;5f8dbaef48de890021a7507c
5f8dbdc548de890021a75709;5f6b86bd455f7d0021af70db;5f6b86bd455f7d0021af70dd;1;WEIGHT;10;70.0;1;enviar espatula para corte do bolo;70.0;5f8dbdc548de890021a7570a
5f8dbf4948de890021a75b1e;5f72ac28e751dd002107a042;5f72ac28e751dd002107a045;1;WEIGHT;10;46.0;1;;52.0;5f8dbf4948de890021a75b1f
5f8dc70348de890021a7776b;5f6b862c455f7d0021af70c5;5f6b862c455f7d0021af70c7;1;WEIGHT;10;80.0;1;;80.0;5f8dc70348de890021a7776c
5f8dc78248de890021a778c1;5f87331508816800215949c3;5f87331508816800215949c5;1;WEIGHT;10;80.0;1;;80.0;5f8dc78248de890021a778c2
5f8dd38a48de890021a7952c;5f6cde87c9daae00215319fa;5f6cde87c9daae00215319fc;0.5;WEIGHT;4;25.0;1;;25.0;5f8dd38a48de890021a7952d
5f8ddeb248de890021a7aa53;5f6b855b455f7d0021af709f;5f74d199628fd20021986c33;2;WEIGHT;20;140.0;1;;140.0;5f8ddeb248de890021a7aa54
5f8ddf2448de890021a7aca5;5f6b8324455f7d0021af7077;5f6b8324455f7d0021af7079;1;WEIGHT;10;60.0;1;;60.0;5f8ddf2448de890021a7aca6
5f8de7d748de890021a7c203;5f6b8324455f7d0021af7077;5f6b8324455f7d0021af7079;1;WEIGHT;10;60.0;1;;60.0;5f8de7d748de890021a7c207
5f8dec2f48de890021a7c86e;5f8cb83717f3b300213517eb;5f8cb83717f3b300213517f6;1;WEIGHT;10;69.9;1;;69.9;5f8dec2f48de890021a7c86f
5f8e155c48de890021a819d1;5f74dbd5628fd2002198718e;5f74dbd5628fd20021987191;10;QUANTITY;4;30.0;1;;30.0;5f8e155c48de890021a819d6
5f8e171648de890021a81fae;5f6b83a2455f7d0021af7083;5f74d072628fd20021986bfe;2;WEIGHT;20;140.0;1;;140.0;5f8e171648de890021a81faf
5f8e174548de890021a81fc5;5f6ba231455f7d0021af7425;5f74e250628fd20021987696;5;WEIGHT;30;375.0;1;;375.0;5f8e174548de890021a81fc6
5f8e18cc48de890021a822be;5f8cb83717f3b300213517eb;5f8cb83717f3b300213517f6;1;WEIGHT;10;69.9;1;;69.9;5f8e18cc48de890021a822bf
5f8ed406002de60021d13c9b;5f8cb83717f3b300213517eb;5f8cb83717f3b300213517f8;2.03;WEIGHT;20;139.8;1;;169.8;5f8ed406002de60021d13c9f
5f8ee816002de60021d1546a;5f88d86f02881e002163adac;5f88d86f02881e002163adae;1;WEIGHT;10;36.0;1;;36.0;5f8ee816002de60021d1546b
5f8eec9f002de60021d15749;5f8cb83717f3b300213517eb;5f8cb83717f3b300213517f5;0.5;WEIGHT;4;34.95;1;;34.95;5f8eec9f002de60021d1574a
5f8eed30002de60021d157e2;5f74dfd3628fd200219874e4;5f74dfd3628fd200219874e6;30;QUANTITY;30;4.18;1;;4.78;5f8eed30002de60021d157e3
5f8ef090002de60021d15c82;5f60fd8b70be91002137ebcf;5f60fd8b70be91002137ebd1;0.7;WEIGHT;5;23.0;1;;23.0;5f8ef090002de60021d15c85
5f8ef176002de60021d15f1c;5f738659a2a8da00217efb94;5f738659a2a8da00217efb96;0.3;WEIGHT;2;10.0;1;;10.0;5f8ef176002de60021d15f1f
5f8ef86d002de60021d1690c;5f8a3e536249ee00215f395a;5f8a3e536249ee00215f395d;50;QUANTITY;50;4.18;1;;4.18;5f8eed30002de60021d157e3
5f8ef956002de60021d16ad9;5f8cb83717f3b300213517eb;5f8cb83717f3b300213517f5;0.5;WEIGHT;4;34.95;1;;34.95;5f8ef956002de60021d16ada
5f8efbfc002de60021d16e6e;5f8a33176249ee00215f37de;5f8a33176249ee00215f37e0;30;QUANTITY;30;4.18;1;;4.18;5f8eed30002de60021d157e3
5f8efce0002de60021d17010;5f8a374a6249ee00215f3819;5f8a374a6249ee00215f381b;50;QUANTITY;50;4.18;1;;4.18;5f8eed30002de60021d157e3
5f8f0169002de60021d17666;5f738756a2a8da00217efbed;5f738756a2a8da00217efbef;0.3;WEIGHT;2;8.0;1;;8.0;5f8f0169002de60021d17669
5f8f01c8002de60021d1779d;5f738756a2a8da00217efbed;5f738756a2a8da00217efbef;0.3;WEIGHT;2;8.0;1;;8.0;5f8f01c8002de60021d1779e
5f8f13e5002de60021d1a145;5f77c01c333d3e0021f12204;5f77c01c333d3e0021f12206;1;QUANTITY;3;34.0;1;;34.0;5f8f13e5002de60021d1a146
5f8f328d002de60021d1d72e;5f6b9fd9455f7d0021af72e7;5f6b9fd9455f7d0021af72e9;1;WEIGHT;10;70.0;1;;70.0;5f8f328d002de60021d1d72f
5f8f3cab002de60021d1e30d;5f72a3ece751dd0021079fda;5f72a3ece751dd0021079fdd;0.8;WEIGHT;6;20.0;1;;20.0;5f8f3cab002de60021d1e30e
5f8f4c8e002de60021d1f3f3;5f6b83a2455f7d0021af7083;5f6b83a2455f7d0021af7085;1;WEIGHT;10;55.0;1;;55.0;5f8f4c8e002de60021d1f3f7
5f8f5824002de60021d20ee8;5f6b83a2455f7d0021af7083;5f6b83a2455f7d0021af7085;1;WEIGHT;10;55.0;1;;55.0;5f8f5824002de60021d20ee9
5f8f5ac9002de60021d21bad;5f6a1d08f309620021ca269c;5f6a1d08f309620021ca26a1;1;QUANTITY;1;1.1;1;;1.4;5f8f5ac9002de60021d21bae
5f8f5e00002de60021d222d5;5f6b84a2455f7d0021af708f;5f6b84a2455f7d0021af7091;1;WEIGHT;10;80.0;1;;80.0;5f8f5e00002de60021d222d6
5f8f659e002de60021d237fa;5f87331508816800215949c3;5f87331508816800215949c5;1;WEIGHT;10;80.0;1;;80.0;5f8f659e002de60021d237fb
5f8f6ad0002de60021d24450;5f8a3e536249ee00215f395a;5f8a3e536249ee00215f395d;50;QUANTITY;50;4.18;1;;5.98;5f8f6ad0002de60021d24451
5f8f6fdd002de60021d24f1a;5f73a19ca2a8da00217eff91;5f73a19ca2a8da00217eff93;0.6;WEIGHT;6;92.0;1;;92.0;5f8f6fdd002de60021d24f1b
5f8f74625418a500210251e8;5f6b8324455f7d0021af7077;5f74ce84628fd20021986b11;2;WEIGHT;20;140.0;1;;140.0;5f8f74625418a500210251e9
5f8f7df85418a50021026d91;5f6b83a2455f7d0021af7083;5f6b83a2455f7d0021af7085;1;WEIGHT;10;55.0;1;;55.0;5f8f7df85418a50021026d92
5f8f80a55418a50021027412;5f87331508816800215949c3;5f87331508816800215949c5;1;WEIGHT;10;80.0;1;;80.0;5f8f80a55418a50021027413
5f8f8a875418a50021028064;5f87331508816800215949c3;5f87331508816800215949c5;1;WEIGHT;10;80.0;1;;80.0;5f8f8a875418a50021028065
5f8fa8ce5418a5002102a465;5f6b83a2455f7d0021af7083;5f74d072628fd20021986bfe;2;WEIGHT;20;140.0;1;;140.0;5f8fa8ce5418a5002102a466
5f8fa9db5418a5002102a75f;5f6b83a2455f7d0021af7083;5f74d072628fd20021986bfe;2;WEIGHT;20;140.0;1;;140.0;5f8fa9db5418a5002102a760
5f8fbd335418a5002102c0c8;5f87331508816800215949c3;5f87331508816800215949c5;1;WEIGHT;10;80.0;1;;80.0;5f8fbd335418a5002102c0c9
5f8fc0b25418a5002102c7a0;5f6b855b455f7d0021af709f;5f6b855b455f7d0021af70a1;1;WEIGHT;10;70.0;1;;70.0;5f8fc0b25418a5002102c7a1
5f8fd58d5418a5002102d1f0;5f87331508816800215949c3;5f87331508816800215949c5;1;WEIGHT;10;80.0;1;;80.0;5f8fd58d5418a5002102d1f1
5f8fd8d15418a5002102d4b3;5f87331508816800215949c3;5f87331508816800215949c5;1;WEIGHT;10;80.0;1;;80.0;5f8fd8d15418a5002102d4b4
5f8fdd565418a5002102d71f;5f87331508816800215949c3;5f87331508816800215949c5;1;WEIGHT;10;80.0;1;;80.0;5f8fd8d15418a5002102d4b4
5f8fe0785418a5002102d8d1;5f87331508816800215949c3;5f87331508816800215949c5;1;WEIGHT;10;80.0;1;;80.0;5f8fe0785418a5002102d8d5
5f8fe1ee5418a5002102d9c4;5f87331508816800215949c3;5f87331508816800215949c5;1;WEIGHT;10;80.0;1;;80.0;5f8fe1ee5418a5002102d9c5
5f8fe4745418a5002102dcf6;5f87331508816800215949c3;5f87331508816800215949c5;1;WEIGHT;10;80.0;1;;80.0;5f8fe4745418a5002102dcf7
5f902a2a5418a50021030227;5f87331508816800215949c3;5f87331508816800215949c5;1;WEIGHT;10;80.0;1;;80.0;5f902a2a5418a50021030228
5f9036c05418a50021030cb2;5f6ba637455f7d0021af7495;5f6ba637455f7d0021af7497;1;WEIGHT;10;70.0;1;;70.0;5f9036c05418a50021030cb3
5f9037605418a50021030d84;5f8733a40881680021594a2b;5f8733a40881680021594a2d;1.53;WEIGHT;15;110.0;1;Bolo Churros. Doces: 10x Brigadeiro Churros, 10x Bicho de Pé, 10x Brigadeiro branco com Cookie, 10x Brigadeiro Dragê;110.0;5f9036c05418a50021030cb3
5f90611e5418a5002103702e;5f6b85d4455f7d0021af70b1;5f6b85d4455f7d0021af70b3;1;WEIGHT;10;80.0;1;;80.0;5f90611e5418a5002103702f
5f9069e65418a50021038eb3;5f6b84a2455f7d0021af708f;5f6b84a2455f7d0021af7091;1;WEIGHT;10;80.0;1;;80.0;5f9069e65418a50021038eb4
5f906ffd5418a50021039dc6;5f87331508816800215949c3;5f87331508816800215949c5;1;WEIGHT;10;80.0;1;;80.0;5f906ffd5418a50021039dc7
5f9073f85418a5002103aa6b;5f87331508816800215949c3;5f87331508816800215949c5;1;WEIGHT;10;80.0;1;;80.0;5f9073f85418a5002103aa6c
5f9079425418a5002103b8f2;5f6b86bd455f7d0021af70db;5f6b86bd455f7d0021af70dd;1;WEIGHT;10;70.0;1;;70.0;5f9079425418a5002103b8f3
5f907a385418a5002103bd3f;5f6b8727455f7d0021af70f1;5f6b8727455f7d0021af70f3;1;WEIGHT;10;80.0;1;;80.0;5f907a385418a5002103bd43
5f907bc05418a5002103c0ff;5f6b84a2455f7d0021af708f;5f6b84a2455f7d0021af7091;1;WEIGHT;10;80.0;1;Vocês enviam vela de aniversário?;80.0;5f907bc05418a5002103c100
5f9086475418a5002103dbf9;5f6b86bd455f7d0021af70db;5f6b86bd455f7d0021af70dd;1;WEIGHT;10;70.0;1;É para o aniversário da minha amiga Carol;70.0;5f9086475418a5002103dbfa
5f909d4f5418a50021041eb8;5f87331508816800215949c3;5f87331508816800215949c5;1;WEIGHT;10;80.0;1;;80.0;5f909d4f5418a50021041eb9
5f90a59a5418a50021043eaf;5f6b9a8a455f7d0021af71ef;5f6b9a8a455f7d0021af71f1;1;WEIGHT;10;75.0;1;;75.0;5f90a59a5418a50021043eb0
5f90c3d05418a50021048ecc;5f8cdda148de890021a68182;5f8cdda148de890021a68188;1.53;WEIGHT;15;104.85;1;;104.85;5f90c3d05418a50021048ecd
5f90c4665418a50021048fc2;5f87331508816800215949c3;5f87331508816800215949c5;1;WEIGHT;10;80.0;1;;80.0;5f90c4665418a50021048fc3
5f9180202b5796002157d59a;5f641e53b47ff900210865a0;5f692198805b01002172a299;0.7;WEIGHT;6;89.0;1;;89.0;5f9180202b5796002157d59b
5f91853d2b5796002157ddbe;5f6419efb47ff90021086592;5f69201f805b01002172a261;0.7;WEIGHT;6;89.0;1;;89.0;5f91853d2b5796002157ddbf
5f9185672b5796002157e20f;5f641f78b47ff900210865cc;5f692355805b01002172a33a;0.8;WEIGHT;6;119.0;1;;119.0;5f91853d2b5796002157ddbf
5f9185a42b5796002157e258;5f64203cb47ff900210865fe;5f69250a1159b900219f5aa2;0.7;WEIGHT;6;89.0;1;;89.0;5f91853d2b5796002157ddbf
5f9188a12b5796002157e62e;5f6a1e02f309620021ca2808;5f6a1e02f309620021ca280e;2;WEIGHT;12;120.0;1;;149.9;5f9188a12b5796002157e62f
5f918d1c2b5796002157eb62;5f6b8324455f7d0021af7077;5f6b8324455f7d0021af7079;1;WEIGHT;10;60.0;1;;60.0;5f918d1c2b5796002157eb63
5f918d852b5796002157ecd5;5f8cb83717f3b300213517eb;5f8cb83717f3b300213517f5;0.5;WEIGHT;4;34.95;1;;64.95;5f918d852b5796002157ecd6
