id_cupons;pode_usar_outros_codigos;limite_custo;data_fim;cupom_codigo;entrega_free;valido_somente_novos_clientes;valor_minimo;data_inicio;status;tipo;quem_paga_cupom;dias_duracao;novos_clientes_adquiridos;qtde_uso;valor_total_uso;percentagem;valor_fixo;limite_uso_por_cpf;limite_uso
60592df7b0c0ba00213f98da;false;;;VEMDEFAMILIA-VDB;true;false;80;2021-03-22 03:00:00;ACTIVE;PERCENT_DISCOUNT;PLATFORM;;;2;41.94;5;;;
6059fda06fa4b800216c894d;false;10000;2021-04-12 03:00:00;vemdefreteagora;true;false;90;2021-03-23 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-20;3;11;145.37;;;;
605b8025b6a12e0021438a5f;false;;2021-03-27 03:00:00;cupomcakes;true;false;;;ACTIVE;FIXED_DISCOUNT;PLATFORM;;1;6;442.85;;25.0;;
605b891ab6a12e002143a2a7;true;;2021-04-10 03:00:00;vemdepascoa21;false;true;;2021-03-24 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-17;;;;;10.0;;
605c79ee1bd5a2002171cec0;false;;2021-04-10 03:00:00;MOCADOCERIA21;false;false;60;;ACTIVE;FIXED_DISCOUNT;PLATFORM;;6;8;147.0;;21.0;;100
605cee881bd5a20021733ca6;false;;2021-03-31 03:00:00;vemde30;false;false;90;;ACTIVE;PERCENT_DISCOUNT;PLATFORM;;39;77;2929.6700000000005;30;;;1000
605e66945bb893002146a402;true;;2021-03-28 03:00:00;vemdearte;true;false;;;ACTIVE;FIXED_DISCOUNT;PLATFORM;;;;;;25.0;;
6061df6116a28d0021edf33d;false;;2021-04-30 03:00:00;zap30;false;false;90;2021-03-29 03:00:00;LIMIT_REACHED;PERCENT_DISCOUNT;PLATFORM;-32;7;13;449.36999999999995;30;;;
606323a9b9ae7c00216b9ff8;true;;2021-04-10 03:00:00;AUAU10;false;false;;2021-03-30 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;10.0;1;
60635355c159b60021147ab8;false;;;cupomcarol;true;false;20;;ACTIVE;FIXED_DISCOUNT;PLATFORM;;1;1;39.0;26;39.0;1;1
6063723dc159b600211505c2;true;;2021-12-31 03:00:00;METAPARCERIA;true;false;;;ACTIVE;PERCENT_DISCOUNT;PLATFORM;;9;21;1021.7700000000001;30;;;
60638617c159b600211543d3;false;4500;2021-07-31 03:00:00;VDBBUSCA21;false;false;85;2021-03-30 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-123;10;15;180.0;;15.0;2;
606b34d07673fe00216de4bb;true;;;cupomemilia;false;false;;2021-04-05 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;;;;;;22.0;;1
606f50db3233b00021f490bd;false;;;allya21;true;false;50;2021-04-08 03:00:00;ACTIVE;PERCENT_DISCOUNT;PLATFORM;;1;1;24.69;10;;;
60744df47c300b0021189ea1;false;;2021-05-23 03:00:00;vemde15;true;false;50;2021-04-12 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-41;6;10;247.64;15;15.0;;
60747e467c300b002118f53b;false;10000;2021-07-31 03:00:00;VEMDEFESTA;false;true;;2021-04-12 03:00:00;ACTIVE;PERCENT_DISCOUNT;PLATFORM;-110;2;2;9.48;10;;;
60747f6e7c300b002118f816;false;;2021-04-21 03:00:00;SOUDEARIES;false;false;;2021-04-12 03:00:00;ACTIVE;PERCENT_DISCOUNT;PLATFORM;-9;2;4;34.47;10;;;
6075e5a34a1d6d00212eb369;false;;2021-04-14 03:00:00;BEIJINHODOCE;false;false;50;2021-04-13 03:00:00;ACTIVE;PERCENT_DISCOUNT;PLATFORM;-1;2;2;9.0;15;;;
60784d42266a0600217530ba;false;5000;2021-04-30 03:00:00;PESQUISA21;false;false;;2021-04-15 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-15;3;4;120.0;;30.0;;
60799e47ba187100212805ed;false;;2021-04-18 03:00:00;SEXTOUDOCE;true;false;50;2021-04-16 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-2;9;13;195.15000000000003;;;;
607d74a6ba3a2c0021f93cd3;false;;2021-04-30 03:00:00;cupomdopedro ;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;30.0;;
607d75bbba3a2c0021f94070;false;;2021-04-30 03:00:00;cupomdathais;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;30.0;;
607d769dba3a2c0021f9442b;false;;2021-04-30 03:00:00;cupomdaamanda;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;30.0;;
607d7841ba3a2c0021f948c2;false;;2021-04-30 03:00:00;cupomdamarina;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;30.0;;
607d786fba3a2c0021f949ef;false;;2021-04-30 03:00:00;cupomdaaline;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;30.0;;
607d7ef0ba3a2c0021f95b3c;false;;2021-04-30 03:00:00;cupomdayask;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;1;1;30.0;;30.0;;
607d7f15ba3a2c0021f95b53;false;;2021-04-30 03:00:00;cupomdogiu;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;30.0;;
607d7f7dba3a2c0021f95bca;false;;2021-04-30 03:00:00;cupomdobruno;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;30.0;;
607d7fa7ba3a2c0021f95bef;false;;2021-04-30 03:00:00;cupomdamariana;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;30.0;;
607d8014ba3a2c0021f95c34;false;;2021-04-30 03:00:00;cupomdoeverton;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;30.0;;
607d83c4ba3a2c0021f95fed;false;;2021-04-30 03:00:00;cupomdasimone;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;30.0;;
607d9b29ba3a2c0021f98883;false;;2021-04-30 03:00:00;cupomadri;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;15.0;;
607d9bb3ba3a2c0021f989c4;false;;2021-04-30 03:00:00;cupomadrielli;true;false;;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;15.0;;
607d9be6ba3a2c0021f989fe;false;;2021-04-30 03:00:00;cupomdoaleixo;true;false;;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;15.0;;
607d9c45ba3a2c0021f98a67;false;;2021-04-30 03:00:00;cupomdaandrea;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;15.0;;
607d9cdcba3a2c0021f98af2;false;;2021-04-30 03:00:00;cupomdaandreia;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;30.0;;
607d9d27ba3a2c0021f98be3;false;;2021-04-30 03:00:00;cupomdaamelia;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;15.0;;
607d9d7eba3a2c0021f98caa;false;;2021-04-30 03:00:00;cupomdaberenice;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;15.0;;
607d9dc6ba3a2c0021f98d23;false;;2021-04-30 03:00:00;cupomdacamila;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;15.0;;
607d9de8ba3a2c0021f98d68;false;;2021-04-30 03:00:00;cupomdacarol;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;15.0;;
607d9ee6ba3a2c0021f9901e;false;;2021-04-30 03:00:00;cupomdacarolina;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;15.0;;
607d9f10ba3a2c0021f99065;false;;2021-04-30 03:00:00;cupomdacarla;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;15.0;;
607d9f70ba3a2c0021f99101;false;;2021-04-30 03:00:00;cupomdacassia;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;15.0;;
607d9f9aba3a2c0021f99134;false;;2021-04-30 03:00:00;cupomdacecilia;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;15.0;;
607d9fdcba3a2c0021f9919f;false;;2021-04-30 03:00:00;cupomdaclaudia;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;15.0;;
607da03eba3a2c0021f9921a;false;;2021-04-30 03:00:00;cupomdaconceicao;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;15.0;;
607da122ba3a2c0021f99591;false;;2021-04-30 03:00:00;cupomdaelaine;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;15.0;;
607da161ba3a2c0021f995d4;false;;2021-05-16 03:00:00;vdb-sweett10;false;false;70;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-27;;;;;30.0;;
607da20bba3a2c0021f996f5;false;;2021-04-30 03:00:00;cupomdaeliana;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;;;;;15.0;;
607da2ecba3a2c0021f9990a;false;;2021-05-15 03:00:00;vdb-atelie10;true;false;70;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-26;;;;;30.0;;
607dbc1aba3a2c0021f9d115;false;;2021-04-21 03:00:00;SEGUNDOUDOCE;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-2;4;7;153.70000000000002;;;;
607dcdf3ba3a2c0021fa0e1b;false;;2021-04-30 03:00:00;segundadoce;true;false;50;2021-04-19 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-11;2;2;27.93;;;;
607eceb4de42920021364a25;false;;2021-07-31 03:00:00;cupomespecial;true;false;80;2021-04-01 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-121;4;14;523.06;;15.0;;
607ed161de429200213656aa;false;;2021-04-30 03:00:00;cupomdaeliane;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ed1c1de42920021365747;false;;2021-04-30 03:00:00;cupomdaemilly;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ed1fbde4292002136578a;false;;2021-04-30 03:00:00;cupomdafabia;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ed229de429200213657e3;false;;2021-04-30 03:00:00;cupomdafernanda;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ed26ade42920021365816;false;;2021-04-30 03:00:00;cupomdaglaucia;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ed2a9de42920021365885;false;;2021-04-30 03:00:00;cupomdagraca;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ed2cdde429200213658cc;false;;2021-04-30 03:00:00;cupomdairacema;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ed32cde42920021365a09;false;;2021-04-30 03:00:00;cupomdairene;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ed376de42920021365a58;false;;2021-04-30 03:00:00;cupomdajessica;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ed39bde42920021365a6e;false;;2021-04-30 03:00:00;cupomdajoice;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ed3bdde42920021365aa2;false;;2021-04-30 03:00:00;cupomdajulia;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ed3ebde42920021365ae0;false;;2021-04-30 03:00:00;cupomdajuliana;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ed417de42920021365b93;false;;2021-04-30 03:00:00;cupomdalarissa;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ed439de42920021365bc8;false;;2021-04-30 03:00:00;cupomdalucy;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ed461de42920021365bf3;false;;2021-04-30 03:00:00;cupomdaluiza;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ed4adde42920021365c4a;false;;2021-04-30 03:00:00;cupomdamara;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ed4fdde429200213688c0;false;;2021-04-30 03:00:00;cupomdamarcia;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ed51ede42920021368908;false;;2021-04-30 03:00:00;cupomdamaria;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ed57cde42920021368996;false;;2021-04-30 03:00:00;cupomdamarlene;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ed5afde429200213689e1;false;;2021-04-30 03:00:00;cupomdamarta;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ed5edde42920021368c4f;false;;2021-04-30 03:00:00;cupomdameira;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ed60bde42920021368c75;false;;2021-04-30 03:00:00;cupomdamilla;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ee58fde4292002136ceb4;false;;2021-04-30 03:00:00;CUPOMDOEDUARDO;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;1;1;30.92;;15.0;;
607eea5ade4292002136db4a;false;;2021-04-30 03:00:00;cupomdoerick;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;30.0;;
607eecb5de4292002136f4d5;false;;2021-04-30 03:00:00;CUPOMDOFABIANO ;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607eee10de4292002136f838;false;;2021-04-30 03:00:00;FEBIGATTO;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607eefd9de4292002136fcaf;false;;2021-04-30 03:00:00;CUPOMDOFERNANDO;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ef241de4292002136feb9;false;;2021-04-30 03:00:00;CUPOMDOFRANCISCO;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ef328de4292002136ff02;false;;2021-04-30 03:00:00;CUPOMDOGABRIEL;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ef529de429200213702cc;false;;2021-04-30 03:00:00;CUPOMDAMIRIAN;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ef573de429200213703cf;false;;2021-04-30 03:00:00;CUPOMDOMOISES;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ef592de42920021370416;false;;2021-04-30 03:00:00;CUPOMDANATH;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ef5ddde42920021370545;false;;2021-04-30 03:00:00;CUPOMDANATHALIA;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;30.0;;
607ef602de429200213705c8;false;;2021-04-30 03:00:00;CUPOMDAPALOMA;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ef621de42920021370627;false;;2021-04-30 03:00:00;CUPOMDAPAOLA;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ef641de42920021370680;false;;2021-04-30 03:00:00;CUPOMDAPATRICIA;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ef671de42920021370714;false;;2021-04-30 03:00:00;CUPOMDAPRISCYLLA;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;30.0;;
607ef687de4292002137077e;false;;2021-04-30 03:00:00;CUPOMDAREGINA;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ef6b2de429200213707fc;false;;2021-04-30 03:00:00;CUPOMDARITA;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ef6c5de4292002137085c;false;;2021-04-30 03:00:00;CUPOMDAROSANE;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ef6ebde429200213708f1;false;;2021-04-30 03:00:00;CUPOMDASIBELE;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ef709de4292002137098c;false;;2021-04-30 03:00:00;CUPOMDASIMONI;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ef727de429200213709fa;false;;2021-04-30 03:00:00;CUPOMDASUZANA;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ef743de42920021370a67;false;;2021-04-30 03:00:00;CUPOMDATAINA;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ef760de42920021370adb;false;;2021-04-30 03:00:00;CUPOMDATATY;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
607ef838de42920021370d51;false;;2021-04-30 03:00:00;CUPOMDAVALERIA;true;false;50;2021-04-20 03:00:00;ACTIVE;FIXED_DISCOUNT;PLATFORM;-10;;;;;15.0;;
