id_produto;id_fornecedor;id_disconto;id_tipo;nome;ativo;aprovado;arquivado;entregavel;recuperavel;tempo_preparacao_minutos;avaliacao_media
5f63b473b47ff900210863b0;5f62842739bc920021e3d2da;;5f60f32f65238f2ce580f492;Mini vulcão;True;False;False;True;True;1415.0;0.0
5f63b759b47ff900210863df;5f62842739bc920021e3d2da;;5f60f32f65238f2ce580f492;Vulcão de chocolate com caramelo e flor de sal;True;True;False;True;True;1415.0;0.0
5f63be1cb47ff9002108647c;5f62842739bc920021e3d2da;;5f60f32f65238f2ce580f492;Vulcão chocolate e brigadeiro;True;False;False;True;True;1415.0;0.0
5f6419efb47ff90021086592;5f584189fc58110021464422;;5f518a38a4a5fbed86099758;Moça® festa de brigadeiro;True;False;False;True;False;300.0;0.0
5f641e53b47ff900210865a0;5f584189fc58110021464422;;5f518a38a4a5fbed86099758;Moça® bem casada;True;False;False;True;False;366.0;0.0
5f641e88b47ff900210865ac;5f584189fc58110021464422;;5f518a38a4a5fbed86099758;Moça® segredo;True;False;False;True;False;366.0;5.0
5f641f4bb47ff900210865bc;5f584189fc58110021464422;;5f518a38a4a5fbed86099758;Moça® melhor com ninho;True;False;False;True;False;366.0;0.0
5f641f78b47ff900210865cc;5f584189fc58110021464422;;5f518a38a4a5fbed86099758;Moça® tapete vermelho;True;False;False;True;False;366.0;5.0
5f641fbcb47ff900210865de;5f584189fc58110021464422;;5f518a38a4a5fbed86099758;Moça® dois amores;True;False;False;True;False;366.0;5.0
5f64203cb47ff900210865fe;5f584189fc58110021464422;;5f518a38a4a5fbed86099758;Moça® pureza de coco;True;False;False;True;False;366.0;5.0
5f642061b47ff90021086614;5f584189fc58110021464422;;5f518a26a4a5fbed86099757;Moça® carinho de chocolate;True;False;False;True;False;366.0;0.0
5f64207cb47ff9002108662c;5f584189fc58110021464422;;5f6a668b1b549e6bc9f3357f;Moça® pudim autêntico;True;False;False;True;False;1415.0;5.0
5f6420ecb47ff90021086646;5f584189fc58110021464422;;5f6a668b1b549e6bc9f3357f;Moça® pudim pureza do leite;True;False;False;True;False;1415.0;0.0
5f642108b47ff90021086662;5f584189fc58110021464422;;5f6a668b1b549e6bc9f3357f;Moça® brigadeirão;True;False;False;True;False;1415.0;5.0
5f642152b47ff9002108669a;5f584189fc58110021464422;;5f518a49a4a5fbed86099759;Moça® beijinho;True;False;False;True;False;366.0;5.0
5f64216bb47ff900210866ba;5f584189fc58110021464422;;5f518a49a4a5fbed86099759;Moça® morango;True;False;False;True;False;366.0;0.0
5f642189b47ff900210866dc;5f584189fc58110021464422;;5f518a49a4a5fbed86099759;Moça® churros;True;False;False;True;False;366.0;0.0
5f6421a3b47ff90021086700;5f584189fc58110021464422;;5f518a49a4a5fbed86099759;Moça® ao leite;True;False;False;True;False;366.0;5.0
5f642207b47ff900210867a4;5f584189fc58110021464422;;5f518a77a4a5fbed8609975c;Moça® doce surpresa;True;False;False;True;False;346.0;0.0
5f6422d8b47ff900210867d4;5f584189fc58110021464422;;5f518a49a4a5fbed86099759;Moça® cocadinha no balde;True;False;False;True;False;369.0;0.0
5f6422f0b47ff90021086806;5f584189fc58110021464422;;5f518a77a4a5fbed8609975c;Moça® sabor do bosque;True;False;False;True;False;722.0;5.0
5f64fb04c5aa3f0021de7628;5f62842739bc920021e3d2da;;5f60f32f65238f2ce580f492;Vulcão chocolate ninho e nutella;True;False;False;True;True;1415.0;0.0
5f65050dc5aa3f0021de771b;5f62842739bc920021e3d2da;;5f518a9da4a5fbed86099760;"""Red velvet pool """"maracujá""""""";True;False;False;True;True;2282.0;0.0
5f65081ac5aa3f0021de779b;5f62842739bc920021e3d2da;;5f60f32f65238f2ce580f492;Vulcão de chocolate com ganache;True;True;False;True;True;1415.0;0.0
5f650b20c5aa3f0021de77e9;5f62842739bc920021e3d2da;;5f518a85a4a5fbed8609975d;"""Kit diversão color cake """"para montar com a família""""""";True;False;True;True;True;4766.0;0.0
5f650ecec5aa3f0021de7803;5f62842739bc920021e3d2da;;5f518a38a4a5fbed86099758;Naked;True;False;False;True;True;4911.0;0.0
5f652c8eb6e89a0021e22c77;5f62842739bc920021e3d2da;;5f518a38a4a5fbed86099758;I love chocolate;True;False;True;True;True;3466.0;0.0
5f653145b6e89a0021e22c95;5f62842739bc920021e3d2da;;5f518a38a4a5fbed86099758;Naked cake love;True;False;True;True;True;4737.0;0.0
5f6532b4b6e89a0021e22cb7;5f62842739bc920021e3d2da;;5f518a38a4a5fbed86099758;Love cake;True;False;True;True;True;4795.0;0.0
5f664a70b6e89a0021e22d43;5f62842739bc920021e3d2da;;5f60f32f65238f2ce580f492;Vulcão de chocolate com doce de leite;True;True;False;True;True;1415.0;0.0
5f665186b6e89a0021e22dbf;5f62842739bc920021e3d2da;;5f518a38a4a5fbed86099758;Naked cake chocolate e morango;True;False;False;True;True;4882.0;0.0
5f68a0e5805b010021729655;5f627b7039bc920021e3d2d5;;5f518a38a4a5fbed86099758;Floresta negra;True;True;False;True;False;2540.0;0.0
5f68b630805b0100217297fb;5f62842739bc920021e3d2da;;5f60f32f65238f2ce580f492;Vulcão de cenoura com brigadeiro;True;True;False;True;True;1412.0;0.0
5f68c38c805b01002172982c;5f68bd30805b010021729825;;5f518a49a4a5fbed86099759;Caixa de brigadeiros veganos sem glúten;True;True;False;True;False;1673.0;0.0
5f68c52f805b01002172983a;5f68bd30805b010021729825;;5f518a38a4a5fbed86099758;Bolo prestígio vegano sem glúten;True;True;False;True;False;1970.0;0.0
5f68d254805b01002172987e;5f62842739bc920021e3d2da;;5f518a38a4a5fbed86099758;Bolo a vida com cores;True;True;False;True;True;5402.0;0.0
5f68d4e1805b0100217298d9;5f62842739bc920021e3d2da;;5f518a38a4a5fbed86099758;Bolo temático halloween;True;True;False;True;True;3755.0;0.0
5f68d85d805b010021729955;5f62842739bc920021e3d2da;;5f518a38a4a5fbed86099758;Bolo temático sorvetinho;True;True;False;True;True;6702.0;0.0
5f68da62805b010021729983;5f627b7039bc920021e3d2d5;;5f518a38a4a5fbed86099758;Floresta branca;True;True;False;True;False;2540.0;0.0
5f68e4e7805b010021729995;5f62842739bc920021e3d2da;;5f518a38a4a5fbed86099758;Divertido naked cake;True;True;False;True;True;4824.0;0.0
5f68e803805b010021729a33;5f62842739bc920021e3d2da;;5f518a38a4a5fbed86099758;Red velvet cake;True;True;False;True;True;3552.0;0.0
5f68ec17805b010021729bb8;5f62842739bc920021e3d2da;;5f518a38a4a5fbed86099758;Bolo temático sonic;True;True;False;True;True;6673.0;0.0
5f68f022805b010021729bf2;5f62842739bc920021e3d2da;;5f518a38a4a5fbed86099758;Bolo kit kat e m&m's;True;True;False;True;True;4940.0;0.0
5f68f28b805b010021729c58;5f62842739bc920021e3d2da;;5f518aa4a4a5fbed86099761;Cupcake red velvet - 6 unidades;True;True;False;True;True;3114.0;0.0
5f68f7df805b010021729d9b;5f62842739bc920021e3d2da;;5f518a63a4a5fbed8609975b;Brownie - 6 unidades;True;True;False;True;True;1415.0;5.0
5f68f996805b010021729dd9;5f62842739bc920021e3d2da;;607456e5d13c1516e183d9e2;Pão de mel unicórnio - 6 unidades;True;True;False;True;True;3900.0;0.0
5f6912a9805b01002172a115;5f62842739bc920021e3d2da;;5f60f33b65238f2ce580f493;Feminist cookies;True;False;False;True;True;3206.0;0.0
5f692fa71159b900219f5ed9;5f584189fc58110021464422;;5f518a77a4a5fbed8609975c;Moça® sabor do bosque (2 unidades - minis);True;False;False;True;False;722.0;5.0
5f6958d51159b900219f6143;5f584189fc58110021464422;;5f518a49a4a5fbed86099759;Moça® brigadeiro;True;False;False;True;False;366.0;5.0
5f6a1270f309620021ca2608;5f62842739bc920021e3d2da;;5f518a26a4a5fbed86099757;Bolo de laranja com chocolate;True;True;False;True;True;1415.0;0.0
5f6a1a48f309620021ca2656;5f6a17dcf309620021ca264e;;5f60f32f65238f2ce580f492;Bolo vulcão red velvet;True;True;False;True;True;1668.0;5.0
5f6a1b15f309620021ca2674;5f6a17dcf309620021ca264e;;5f60f32f65238f2ce580f492;Bolo vulcão cenoura com brigadeiro belga;True;True;False;True;True;1790.0;0.0
5f6a1cd3f309620021ca268c;5f6a17dcf309620021ca264e;;5f60f32f65238f2ce580f492;Bolo vulcão limão siciliano;True;True;False;True;True;1749.0;0.0
5f6a1d08f309620021ca269c;5f550609cba01d00210ed015;;5f518a26a4a5fbed86099757;Token de admiração;True;False;False;True;True;0.0;4.92
5f6a1e02f309620021ca2808;5f6a17dcf309620021ca264e;;5f60f32f65238f2ce580f492;Bolo vulcão de oreo;True;True;False;True;True;1749.0;5.0
5f6a45545e18160021760f7e;5f62842739bc920021e3d2da;;5f60f33b65238f2ce580f493;Biscoitos natalinos;True;True;False;True;True;2426.0;0.0
5f6a48845e18160021760fc8;5f62842739bc920021e3d2da;;5f60f33b65238f2ce580f493;Confeitando no natal;True;True;False;True;True;3091.0;0.0
5f6a4a865e1816002176100e;5f62842739bc920021e3d2da;;5f60f33b65238f2ce580f493;Açucarados amanteigados;True;True;False;True;True;1820.0;0.0
5f6a6a9e5e18160021761402;5f6a678e5e181600217613fc;;5f518abba4a5fbed86099763;Trufas, sabores mesclados a sua escolha.;False;False;True;True;False;99.0;0.0
5f6abcab5e18160021761cf5;5f584189fc58110021464422;;5f518a49a4a5fbed86099759;Moça® no baldinho dois amores;True;False;False;True;False;350.0;0.0
5f6b3f3c5e18160021762584;5f6b3daa5e1816002176257b;;5f518a38a4a5fbed86099758;Bolo buttercream infantil;True;False;False;True;True;12436.0;0.0
5f6b8324455f7d0021af7077;5f63c4f5b47ff900210864c1;61046ce2eff8910021c03fbd;5f518a38a4a5fbed86099758;Bolo red velvet;True;True;False;True;True;0.0;5.0
5f6b83a2455f7d0021af7083;5f63c4f5b47ff900210864c1;61806214171c740022e8ff22;5f518a38a4a5fbed86099758;Bolo mousse de chocolate;True;True;False;True;True;0.0;4.84
5f6b84a2455f7d0021af708f;5f63c4f5b47ff900210864c1;61046d12eff8910021c0434a;5f518a38a4a5fbed86099758;Bolo mousse de chocolate com morango;True;True;False;True;True;0.0;5.0
5f6b855b455f7d0021af709f;5f63c4f5b47ff900210864c1;61046d5deff8910021c044eb;5f518a38a4a5fbed86099758;Bolo de leite ninho;True;True;False;True;True;0.0;5.0
5f6b85d4455f7d0021af70b1;5f63c4f5b47ff900210864c1;61046d83eff8910021c04670;5f518a38a4a5fbed86099758;Bolo de leite ninho com morango;True;True;False;True;True;0.0;4.8
5f6b862c455f7d0021af70c5;5f63c4f5b47ff900210864c1;61046da3eff8910021c047c1;5f518a38a4a5fbed86099758;Bolo leite ninho com nutella;True;True;False;True;True;0.0;5.0
5f6b86bd455f7d0021af70db;5f63c4f5b47ff900210864c1;61046dbceff8910021c048f4;5f518a38a4a5fbed86099758;Bolo brigadeiro;True;True;False;True;True;0.0;2.33
5f6b8727455f7d0021af70f1;5f63c4f5b47ff900210864c1;61046dd0eff8910021c04a57;5f518a38a4a5fbed86099758;Brigadeiro com morango;True;True;False;True;True;0.0;0.0
5f6b885d455f7d0021af710b;5f63c4f5b47ff900210864c1;61046deceff8910021c04bc2;5f518a38a4a5fbed86099758;Bolo brigadeiro com dragê;True;True;False;True;True;0.0;4.84
5f6b890f455f7d0021af713b;5f63c4f5b47ff900210864c1;617b2d1e8bab8700222f8ac4;5f518a38a4a5fbed86099758;Bolo brigadeiro belga;True;True;False;True;True;0.0;0.0
5f6b9090455f7d0021af716f;5f63c4f5b47ff900210864c1;61046e1ceff8910021c04e22;5f518a38a4a5fbed86099758;Bolo morango com suspiros;True;True;False;True;True;0.0;5.0
5f6b932f455f7d0021af718f;5f63c4f5b47ff900210864c1;6158e387c044d80022ae320f;5f518a38a4a5fbed86099758;Bolo nozes com doce de leite;True;True;False;True;True;0.0;0.0
5f6b9a0b455f7d0021af71cb;5f63c4f5b47ff900210864c1;;5f518a38a4a5fbed86099758;Bolo prestígio;True;True;True;True;True;0.0;0.0
5f6b9a8a455f7d0021af71ef;5f63c4f5b47ff900210864c1;61046e45eff8910021c05080;5f518a38a4a5fbed86099758;Bolo prestígio com brigadeiro;True;True;False;True;True;0.0;3.78
5f6b9b2f455f7d0021af7213;5f63c4f5b47ff900210864c1;617b2ce58bab8700222f8973;5f518a38a4a5fbed86099758;Bolo brigadeiro com paçoca;True;True;False;True;True;0.0;0.0
5f6b9bd3455f7d0021af723b;5f63c4f5b47ff900210864c1;61046e60eff8910021c051c1;5f518a38a4a5fbed86099758;Bolo floresta negra;True;True;False;True;True;0.0;4.83
5f6b9c30455f7d0021af7265;5f63c4f5b47ff900210864c1;;5f518a38a4a5fbed86099758;Bolo floresta branca;True;True;True;True;True;0.0;0.0
5f6b9cc7455f7d0021af728f;5f63c4f5b47ff900210864c1;61046e73eff8910021c052fa;5f518a38a4a5fbed86099758;Bolo churros;True;True;False;True;True;0.0;5.0
5f6b9fd9455f7d0021af72e7;5f63c4f5b47ff900210864c1;;5f518a38a4a5fbed86099758;Bolo bem casado;True;True;True;True;True;0.0;0.0
5f6ba059455f7d0021af7317;5f63c4f5b47ff900210864c1;61046ea5eff8910021c054d5;5f518a38a4a5fbed86099758;Bolo chocolate com crocante;True;True;False;True;True;0.0;5.0
5f6ba0af455f7d0021af7349;5f63c4f5b47ff900210864c1;61046ebaeff8910021c056c4;5f518a38a4a5fbed86099758;Bolo crocante;True;True;False;True;True;0.0;0.0
5f6ba17e455f7d0021af737d;5f63c4f5b47ff900210864c1;;5f518a38a4a5fbed86099758;Bolo de abacaxi;True;True;True;True;True;0.0;0.0
5f6ba231455f7d0021af7425;5f63c4f5b47ff900210864c1;61046ed0eff8910021c05806;5f518a38a4a5fbed86099758;Bolo de abacaxi com coco;True;True;False;True;True;0.0;0.0
5f6ba5b6455f7d0021af745b;5f63c4f5b47ff900210864c1;61046ee3eff8910021c05937;5f518a38a4a5fbed86099758;Bolo de maracujá;True;True;False;True;True;0.0;0.0
5f6ba637455f7d0021af7495;5f63c4f5b47ff900210864c1;61046efbeff8910021c05a6a;5f518a38a4a5fbed86099758;Bolo baba de moça;True;True;False;True;True;0.0;0.0
5f6ba6be455f7d0021af74d1;5f63c4f5b47ff900210864c1;;5f518a38a4a5fbed86099758;Bolo bicho de pé;True;True;True;True;True;0.0;0.0
5f6ba781455f7d0021af750f;5f63c4f5b47ff900210864c1;61046f3feff8910021c05bdb;5f518a38a4a5fbed86099758;Bolo red velvet coração;True;True;False;True;True;0.0;5.0
5f6ba881455f7d0021af754f;5f63c4f5b47ff900210864c1;61046f5aeff8910021c05d48;5f518a38a4a5fbed86099758;Bolo mousse com brownie;True;True;False;True;True;0.0;0.0
5f6ba943455f7d0021af758f;5f63c4f5b47ff900210864c1;61046f72eff8910021c05e7f;5f518a38a4a5fbed86099758;Bolo pão de mel;True;True;False;True;True;0.0;5.0
5f6ba9eb455f7d0021af75d3;5f63c4f5b47ff900210864c1;618061fa171c740022e8fd22;5f518a38a4a5fbed86099758;Bolo kitkat com m&m;True;True;False;True;True;0.0;5.0
5f6baa50455f7d0021af7619;5f63c4f5b47ff900210864c1;618061aa171c740022e8f961;5f518a38a4a5fbed86099758;Bolo brigadeiro com língua de gato;True;True;False;True;True;0.0;0.0
5f6bacbc455f7d0021af7661;5f63c4f5b47ff900210864c1;618063cf171c740022e90e67;5f518a77a4a5fbed8609975c;Cheesecake de frutas vermelhas;True;True;False;True;True;0.0;0.0
5f6bad2c455f7d0021af76ad;5f63c4f5b47ff900210864c1;617ac3f38bab8700222dc2e7;5f518a77a4a5fbed8609975c;Cheesecake de goiabada;True;True;False;True;True;0.0;0.0
5f6bad8d455f7d0021af76fb;5f63c4f5b47ff900210864c1;617ac40c8bab8700222dc49e;5f518a77a4a5fbed8609975c;Cheesecake de doce de leite;True;True;False;True;True;0.0;5.0
5f6bb3d4455f7d0021af77d1;5f63c4f5b47ff900210864c1;617ac41e8bab8700222dc665;5f518a77a4a5fbed8609975c;Torta holandesa;True;True;False;True;True;0.0;5.0
5f6bb42c455f7d0021af7823;5f63c4f5b47ff900210864c1;617ac4338bab8700222dc83c;5f518a77a4a5fbed8609975c;Torta mousse de chocolate;True;True;False;True;True;0.0;0.0
5f6bb4ae455f7d0021af7877;5f63c4f5b47ff900210864c1;617ac44b8bab8700222dc9f1;5f518a77a4a5fbed8609975c;Torta de maracujá;True;True;False;True;True;0.0;0.0
5f6bb616455f7d0021af78cb;5f63c4f5b47ff900210864c1;;5f518abba4a5fbed86099763;Caixa coração luxo;True;True;False;True;True;0.0;0.0
5f6bb694455f7d0021af791f;5f63c4f5b47ff900210864c1;;5f518abba4a5fbed86099763;Caixa coração dragê;True;True;False;True;True;0.0;0.0
5f6bb7ad455f7d0021af7975;5f63c4f5b47ff900210864c1;;5f518abba4a5fbed86099763;Chocolate adoro você;True;True;False;True;True;0.0;0.0
5f6bb943455f7d0021af7abd;5f63c4f5b47ff900210864c1;;5f518abba4a5fbed86099763;Chocolate te amo;True;True;False;True;True;0.0;5.0
5f6bbf6c455f7d0021af7b19;5f63c4f5b47ff900210864c1;;5f518a63a4a5fbed8609975b;Brownie;True;True;False;True;True;0.0;0.0
5f6bf5a7455f7d0021af7c83;5f6bef6f455f7d0021af7c75;;5f518a38a4a5fbed86099758;Cookão;True;True;False;True;True;3400.0;0.0
5f6bf898455f7d0021af7c93;5f6bef6f455f7d0021af7c75;;5f518a77a4a5fbed8609975c;Torta de brigadeiro;True;True;False;True;True;3254.0;0.0
5f6cdc9ec9daae00215319d6;5f60ef0070be91002137ebba;;5f518a38a4a5fbed86099758;Bolo mousse chocolate;True;False;False;False;False;404.0;0.0
5f6cdd4dc9daae00215319e6;5f60ef0070be91002137ebba;;5f518a38a4a5fbed86099758;Bolo naked leite ninho;True;False;False;False;False;376.0;0.0
5f6cde87c9daae00215319fa;5f60ef0070be91002137ebba;;5f518a77a4a5fbed8609975c;Torta mousse bombom;True;False;True;False;False;87.0;0.0
5f6ce1e1c9daae0021531a45;5f60ef0070be91002137ebba;;5f518abba4a5fbed86099763;Kit lembranças;False;False;True;False;False;0.0;0.0
5f6ceb12c9daae0021531ac3;5f6cd435455f7d0021af7ca5;;5f518a38a4a5fbed86099758;Bolo mousse com morangos - vegano, sem glúten, sem lácteos;True;True;False;True;False;4246.0;0.0
5f6cec20c9daae0021531ad3;5f6cd435455f7d0021af7ca5;;5f518a38a4a5fbed86099758;Bolo mousse de chocolate zero açúcar - vegano, sem glúten, sem lácteos;True;True;False;True;False;3755.0;0.0
5f6ced1ac9daae0021531ae5;5f6cd435455f7d0021af7ca5;;5f518a38a4a5fbed86099758;Bolo mousse de chocolate com frutas vermelhas zero açúcar - vegano, sem glúten, sem lácteos;True;True;False;True;False;3784.0;0.0
5f6cee6ec9daae0021531af9;5f6cd435455f7d0021af7ca5;;5f518a38a4a5fbed86099758;Bolo mousse com morangos zero açúcar - vegano, sem glúten, sem lácteos;True;True;False;True;False;4189.0;0.0
5f6cef22c9daae0021531b0f;5f6cd435455f7d0021af7ca5;;5f518a38a4a5fbed86099758;Bolo de brigadeiro funcional - vegano, sem glúten, sem lácteos;True;True;False;True;False;3669.0;0.0
5f6cf02ec9daae0021531b8f;5f6cd435455f7d0021af7ca5;;5f518a38a4a5fbed86099758;Bolo mousse de chocolate com frutas vermelhas - vegano, sem glúten, sem lácteos;True;True;False;True;False;4391.0;0.0
5f6cf0cdc9daae0021531ba9;5f6cd435455f7d0021af7ca5;;5f518a38a4a5fbed86099758;Bolo mousse de chocolate - vegano, sem glúten, sem lácteos;True;True;False;True;False;3842.0;0.0
5f6cf1e3c9daae0021531bc5;5f6cd435455f7d0021af7ca5;;5f518a77a4a5fbed8609975c;Torta de banana com doce de leite de castanhas - vegano, sem glúten, sem lácteos;True;True;False;True;False;4044.0;0.0
5f6cf2dfc9daae0021531bdf;5f6cd435455f7d0021af7ca5;;5f518a77a4a5fbed8609975c;Torta mousse de chocolate zero açúcar - vegana, sem glúten, sem lácteos;True;True;False;True;False;4160.0;0.0
5f6cf415c9daae0021531bfb;5f6cd435455f7d0021af7ca5;;5f518a77a4a5fbed8609975c;Torta caramelo de amendoim - vegana, sem glúten, sem lácteos;True;True;False;True;False;3726.0;0.0
5f6cf525c9daae0021531c19;5f6cd435455f7d0021af7ca5;;5f518a77a4a5fbed8609975c;Torta sensação zero açúcar - vegana, sem glúten, sem lácteos;True;True;False;True;False;3842.0;5.0
5f6cf600c9daae0021531c39;5f6cd435455f7d0021af7ca5;;5f518a77a4a5fbed8609975c;Torta cookies com brigadeiro - vegana, sem glúten, sem lácteos;True;True;False;True;False;3640.0;0.0
5f6cf6ccc9daae0021531c5b;5f6cd435455f7d0021af7ca5;;5f518a49a4a5fbed86099759;Brigadeiro funcional vegano - sem glúten, sem lácteos;True;True;False;True;False;3813.0;0.0
5f6d4ba1c9daae0021531c9d;5f6bca93455f7d0021af7c73;;5f60f33b65238f2ce580f493;Cookies funcional de tahine;True;False;False;True;True;1704.0;0.0
5f6d5066c9daae0021531caf;5f6bca93455f7d0021af7c73;;5f518a49a4a5fbed86099759;Pão de mel de doce de leite (funcional);True;False;False;True;True;1791.0;0.0
5f6e537f8c135d00214d2810;5f6cd435455f7d0021af7ca5;;5f518abba4a5fbed86099763;Brigadeiro de colher - vegano, sem glúten, sem lácteos - 200 g;True;True;False;True;False;4027.0;0.0
5f6e545f8c135d00214d28b0;5f6cd435455f7d0021af7ca5;;5f518a49a4a5fbed86099759;Doce de leite de castanhas - vegano, sem glúten, sem lácteos - 200 g;True;True;False;True;False;4149.0;0.0
5f6e56208c135d00214d2d92;5f6cd435455f7d0021af7ca5;;5f518a38a4a5fbed86099758;"""Bolo pão de """"mel"""" - vegano, sem glúten, sem lácteos""";True;True;False;True;False;4709.0;5.0
5f6e57188c135d00214d2eab;5f62842739bc920021e3d2da;;5f518a49a4a5fbed86099759;Declare your love;True;False;True;True;True;2975.0;0.0
5f6e576b8c135d00214d2f39;5f6cd435455f7d0021af7ca5;;5f518a38a4a5fbed86099758;Bolo cookies com creme de avelã - vegano, sem glúten, sem lácteos;True;True;False;True;False;4737.0;0.0
5f6e58dc8c135d00214d305d;5f6cd435455f7d0021af7ca5;;5f518a63a4a5fbed8609975b;Brownie funcional - vegano, sem glúten, sem lácteos;True;True;False;True;False;4149.0;0.0
5f6e592a8c135d00214d3091;5f6a80fc5e18160021761429;;5f518a63a4a5fbed8609975b;Coração de brownie com cobertura (500 gr);True;True;False;True;True;3539.0;0.0
5f6e5a198c135d00214d30c1;5f6cd435455f7d0021af7ca5;;5f60f33b65238f2ce580f493;Cookies com gotas de chocolate - vegano, sem glúten, sem lácteos;True;True;False;True;False;3661.0;0.0
5f6e5b808c135d00214d321d;5f6cd435455f7d0021af7ca5;;5f518a26a4a5fbed86099757;Bolo de banana com nozes- vegano, sem glúten, sem lácteos;True;True;False;True;False;3864.0;0.0
5f6e5c638c135d00214d324f;5f6cd435455f7d0021af7ca5;;5f518a26a4a5fbed86099757;Bolo de chocolate com brigadeiro- vegano, sem glúten, sem lácteos;True;True;False;True;False;3702.0;0.0
5f6e5cc08c135d00214d3281;5f62842739bc920021e3d2da;;5f60f33b65238f2ce580f493;Açucarados com goiabada;True;True;False;True;True;2051.0;0.0
5f6e5d888c135d00214d3313;5f6cd435455f7d0021af7ca5;;5f518a26a4a5fbed86099757;Bolo de paçoca - vegano, sem glúten, sem lácteos;True;True;False;True;False;4353.0;0.0
5f6e5e0a8c135d00214d3349;5f6cd435455f7d0021af7ca5;;5f518a26a4a5fbed86099757;Bolo de laranja com castanhas - vegano, sem glúten, sem lácteos;True;True;False;True;False;3986.0;0.0
5f6f6d468c135d00214d4100;5f5bc310b8742200213bda1d;;5f518a26a4a5fbed86099757;Bolo de cenoura;True;True;False;True;False;1980.0;0.0
5f71547fff2fe00021bbcff1;5f7152aeff2fe00021bbcfec;;5f518a77a4a5fbed8609975c;Torta mousse de chocolate meio amargo;True;False;False;True;False;1850.0;0.0
5f715988ff2fe00021bbcfff;5f7152aeff2fe00021bbcfec;;5f518a63a4a5fbed8609975b;Brownie de chocolate e castanhas do pará e nozes;True;False;False;True;False;2474.0;0.0
5f723abee751dd0021079917;5f7222b6e751dd002107985f;;5f518a26a4a5fbed86099757;Bolo de banana com canela sem glúten;True;False;False;True;True;356.0;0.0
5f723c88e751dd002107993d;5f7222b6e751dd002107985f;;5f60f32f65238f2ce580f492;Bolo de oreo com brigadeiro de leite ninho;True;False;False;True;True;356.0;0.0
5f723cf2e751dd0021079951;5f7222b6e751dd002107985f;;5f518a26a4a5fbed86099757;Bolo de cacau e banana sem glúten;True;False;False;True;True;356.0;0.0
5f723d8ce751dd0021079980;5f7222b6e751dd002107985f;;5f518a26a4a5fbed86099757;Bolo natalino;True;False;False;True;True;356.0;0.0
5f723e1de751dd00210799db;5f7222b6e751dd002107985f;;5f518a63a4a5fbed8609975b;Brownie;True;False;False;True;True;356.0;0.0
5f723ea5e751dd0021079a03;5f7222b6e751dd002107985f;;5f60f32f65238f2ce580f492;Bolo de chocolate com cobertura de brigadeiro;True;False;False;True;True;385.0;0.0
5f723f0ae751dd0021079a1f;5f7222b6e751dd002107985f;;5f518a26a4a5fbed86099757;Laranja com calda;True;False;False;True;True;385.0;0.0
5f723f68e751dd0021079a5c;5f7222b6e751dd002107985f;;5f518a26a4a5fbed86099757;Bolo formigueiro;True;False;False;True;True;385.0;0.0
5f724001e751dd0021079aa0;5f7222b6e751dd002107985f;;5f518a26a4a5fbed86099757;Bolo limão nevado;True;False;False;True;True;356.0;0.0
