id_pagamento_fornecedor;id_ordem;id_fornecedor;status
5f8faaef5418a5002102a8c4;5f8fa9db5418a5002102a760;5f63c4f5b47ff900210864c1;PENDING
5f8faaf85418a5002102a8d7;5f8fa9db5418a5002102a760;5f63c4f5b47ff900210864c1;PENDING
5f8fab295418a5002102a946;5f8fa9db5418a5002102a760;5f63c4f5b47ff900210864c1;PENDING
5f8fbe655418a5002102c214;5f8fbd335418a5002102c0c9;5f63c4f5b47ff900210864c1;PENDING
5f8fe7d15418a5002102dfad;5f8fe1ee5418a5002102d9c5;5f63c4f5b47ff900210864c1;PENDING
5f9038585418a50021030eb2;5f9036c05418a50021030cb3;5f63c4f5b47ff900210864c1;PENDING
5f90746d5418a5002103ab94;5f9073f85418a5002103aa6c;5f63c4f5b47ff900210864c1;PENDING
5f907cc25418a5002103c2a3;5f907bc05418a5002103c100;5f63c4f5b47ff900210864c1;PENDING
5f9086af5418a5002103dce6;5f9086475418a5002103dbfa;5f63c4f5b47ff900210864c1;PENDING
5f909e725418a50021042195;5f909d4f5418a50021041eb9;5f63c4f5b47ff900210864c1;PENDING
5f90a6ea5418a500210444aa;5f90a59a5418a50021043eb0;5f63c4f5b47ff900210864c1;PENDING
5f90c4135418a50021048f3a;5f90c3d05418a50021048ecd;5f6a560c5e1816002176105d;PENDING
5f90c5595418a5002104927a;5f90c3d05418a50021048ecd;5f6a560c5e1816002176105d;PENDING
5f90c75f5418a50021049a64;5f90c4665418a50021048fc3;5f63c4f5b47ff900210864c1;PENDING
5f9186302b5796002157e307;5f91853d2b5796002157ddbf;5f584189fc58110021464422;PENDING
5f918ab32b5796002157e75f;5f9188a12b5796002157e62f;5f6a17dcf309620021ca264e;PENDING
5f918fd22b5796002157f10d;5f918c9b2b5796002157ea2f;5f6a560c5e1816002176105d;PENDING
5f91a38b2b57960021581ac3;5f919ce22b57960021580659;5f7222b6e751dd002107985f;PENDING
5f91b9542b5796002158805b;5f91b8e12b57960021587eff;5f63c4f5b47ff900210864c1;PENDING
5f91bbef2b5796002158858d;5f91b6e22b57960021587116;5f63c4f5b47ff900210864c1;PENDING
5f91cb78a1c6590021c7d90b;5f91cb28a1c6590021c7d6f5;5f63c4f5b47ff900210864c1;PENDING
5f91f0afa1c6590021c82e3f;5f91f04da1c6590021c82d14;5f63c4f5b47ff900210864c1;PENDING
5f920a12a1c6590021c8630c;5f9209bea1c6590021c86293;5f6a560c5e1816002176105d;PENDING
5f922c3fa1c6590021c8a918;5f9229dea1c6590021c8a4ce;5f6a560c5e1816002176105d;PENDING
5f92d424a1c6590021c96af1;5f92d33ca1c6590021c96822;5f63c4f5b47ff900210864c1;PENDING
5f94280187460d0021efccea;5f9426c287460d0021efcc56;5f6a560c5e1816002176105d;PENDING
5f948e66c2175400216c22fd;5f948c9dc2175400216c20c7;5f86fe1a088168002159192a;PENDING
5f95a43ec2175400216cfa1e;5f95a378c2175400216cf980;5f63c4f5b47ff900210864c1;PENDING
5f95a4a6c2175400216cfa72;5f95a378c2175400216cf980;5f63c4f5b47ff900210864c1;PENDING
5f9620cb1590b0002181eb6d;5f961da81590b0002181e91f;5f729f61e751dd0021079fc0;PENDING
5f9639ec1590b00021820085;5f948f64c2175400216c23ef;5f86fe1a088168002159192a;PENDING
5f963a191590b0002182009c;5f948f64c2175400216c23ef;5f86fe1a088168002159192a;PENDING
5f96c28b1590b000218245e4;5f948f64c2175400216c23ef;5f86fe1a088168002159192a;PENDING
5f96c51d1590b0002182474b;5f948f64c2175400216c23ef;5f86fe1a088168002159192a;PENDING
5f96ce641590b00021825272;5f948f64c2175400216c23ef;5f86fe1a088168002159192a;PENDING
5f96cec51590b000218253d9;5f948f64c2175400216c23ef;5f86fe1a088168002159192a;PENDING
5f96d85a1590b000218269fc;5f96d7a91590b0002182666f;5f86fe1a088168002159192a;PENDING
5f96feb6f1ea910021cdf26a;5f96fd31f1ea910021cdf00e;5f63c4f5b47ff900210864c1;PENDING
5f971c9444751000212bafa4;5f971aed44751000212ba318;5f6a560c5e1816002176105d;PENDING
5f9729759e850f0021852ef3;5f9728db9e850f0021852c71;5f62842739bc920021e3d2da;PENDING
5f972d4f9e850f0021853d30;5f972ca79e850f0021853a26;5f627b7039bc920021e3d2d5;PENDING
5f972ea49e850f0021854438;5f96d7a91590b0002182666f;5f86fe1a088168002159192a;PENDING
5f973051a9c2d70021b10c75;5f972f459e850f002185475c;5f6a560c5e1816002176105d;PENDING
5f97309da9c2d70021b10cfc;5f972f459e850f002185475c;5f6a560c5e1816002176105d;PENDING
5f973ac6e82000002104a9f8;5f973a0be82000002104a56d;5f6a560c5e1816002176105d;PENDING
5f973b20e82000002104aa9d;5f973a0be82000002104a56d;5f6a560c5e1816002176105d;PENDING
5f973b5de82000002104ab1f;5f973a0be82000002104a56d;5f6a560c5e1816002176105d;PENDING
5f973bb9e82000002104abe0;5f973a0be82000002104a56d;5f6a560c5e1816002176105d;PENDING
5f973bf2e82000002104ac04;5f973a0be82000002104a56d;5f6a560c5e1816002176105d;PENDING
5f973e04e82000002104b017;5f973c41e82000002104ac8b;5f5bc310b8742200213bda1d;PENDING
5f97419ce82000002104d259;5f974042e82000002104c43e;5f80c3462d972400218a88dd;PENDING
5f9742b5e82000002104dd3f;5f9740f7e82000002104cc07;5f616dee39bc920021e3d1eb;PENDING
5f974c36e820000021050a04;5f9748b3e8200000210503dd;5f63c4f5b47ff900210864c1;PENDING
5f974c77e820000021050a7f;5f9748b3e8200000210503dd;5f63c4f5b47ff900210864c1;PENDING
5f974d88e820000021050c1f;5f9748b3e8200000210503dd;5f63c4f5b47ff900210864c1;PENDING
5f974ecae820000021051179;5f974e47e820000021050f81;5f616dee39bc920021e3d1eb;PENDING
5f97659be820000021053591;5f9764afe820000021053462;5f63c4f5b47ff900210864c1;PENDING
5f977285e820000021054a09;5f97708fe82000002105462d;5f737847a2a8da00217ef9f7;PENDING
5f9813d0e82000002105d5c6;5f98124fe82000002105d2b1;5f584189fc58110021464422;PENDING
5f981717e82000002105db83;5f9816d6e82000002105db3c;5f6a560c5e1816002176105d;PENDING
5f981bc2e82000002105e0b3;5f9816d6e82000002105db3c;5f6a560c5e1816002176105d;PENDING
5f982248e82000002105e707;5f982050e82000002105e400;5f584189fc58110021464422;PENDING
5f986103e820000021064b9c;5f9860ace820000021064aa0;5f6a560c5e1816002176105d;PENDING
5f9881105f7a4a0021a137ef;5f987ff35f7a4a0021a13609;5f86fe1a088168002159192a;PENDING
5f988bd35f7a4a0021a14660;5f9887455f7a4a0021a13f6c;5f6a560c5e1816002176105d;PENDING
5f98bdbb5f7a4a0021a231f7;5f98bcf05f7a4a0021a22c5b;5f63c4f5b47ff900210864c1;PENDING
5f98c7835f7a4a0021a2861f;5f98c6955f7a4a0021a27d65;5f584189fc58110021464422;PENDING
5f993c8b5f7a4a0021a503b2;5f993bd95f7a4a0021a50119;5f584189fc58110021464422;PENDING
5f993cb25f7a4a0021a504a9;5f993bd95f7a4a0021a50119;5f584189fc58110021464422;PENDING
5f99582e5f7a4a0021a59cd8;5f9957365f7a4a0021a59598;5f584189fc58110021464422;PENDING
5f9992845f7a4a0021a6dd51;5f9991825f7a4a0021a6d9ce;5f6a560c5e1816002176105d;PENDING
5f99c33490f3060021d56300;5f99c22f90f3060021d55d22;5f63c4f5b47ff900210864c1;PENDING
5f99fca090f3060021d605c4;5f99fb0f90f3060021d6011c;5f737847a2a8da00217ef9f7;PENDING
5f9a148090f3060021d65099;5f9a13c790f3060021d64e08;5f584189fc58110021464422;PENDING
5f9aa99f90f3060021d7105c;5f9aa8a890f3060021d70f0e;5f6a560c5e1816002176105d;PENDING
5f9ad89690f3060021d79598;5f9ad54590f3060021d78d96;5f63c4f5b47ff900210864c1;PENDING
5f9ada3c90f3060021d7983f;5f9aae7390f3060021d71c75;5f63c4f5b47ff900210864c1;PENDING
5f9ae23790f3060021d7b2bd;5f9ae04a90f3060021d7a710;5f63c4f5b47ff900210864c1;PENDING
5f9af7f490f3060021d7ed40;5f9af6f390f3060021d7e9b8;5f737847a2a8da00217ef9f7;PENDING
5f9b28d7a312270021e3057f;5f9b2807a312270021e302c2;5f616dee39bc920021e3d1eb;PENDING
5f9b3b30a312270021e371e3;5f9b37e4a312270021e359e9;5f63c4f5b47ff900210864c1;PENDING
5f9bf7d4cda2cf0021cb4f1d;5f9bf6b2cda2cf0021cb4bff;5f6a560c5e1816002176105d;PENDING
5f9c0716cda2cf0021cb7093;5f9bfeeccda2cf0021cb5b8e;5f584189fc58110021464422;PENDING
5f9c078ecda2cf0021cb7200;5f9bfeeccda2cf0021cb5b8e;5f584189fc58110021464422;PENDING
5f9c07decda2cf0021cb7308;5f9bfeeccda2cf0021cb5b8e;5f584189fc58110021464422;PENDING
5f9c0d90cda2cf0021cb7aec;5f95e1f01590b0002181affc;5f63c4f5b47ff900210864c1;PENDING
5f9c0efccda2cf0021cb7c2b;5f95e1f01590b0002181affc;5f63c4f5b47ff900210864c1;PENDING
5f9c10f1cda2cf0021cb7fcf;5f9bfeeccda2cf0021cb5b8e;5f584189fc58110021464422;PENDING
5f9c111dcda2cf0021cb8010;5f95e1f01590b0002181affc;5f63c4f5b47ff900210864c1;PENDING
5f9c1333cda2cf0021cb836f;5f9bfeeccda2cf0021cb5b8e;5f584189fc58110021464422;PENDING
5f9c13e9cda2cf0021cb8422;5f9bfeeccda2cf0021cb5b8e;5f584189fc58110021464422;PENDING
5f9c174ecda2cf0021cb8bc7;5f9c16f2cda2cf0021cb8b04;5f6290fc39bc920021e3d32a;PENDING
5f9c18f24bc98c00218ac378;5f9bfeeccda2cf0021cb5b8e;5f584189fc58110021464422;PENDING
5f9c19954bc98c00218ac629;5f9c19454bc98c00218ac528;5f6a560c5e1816002176105d;PENDING
5f9c19e84bc98c00218ac6aa;5f9c19404bc98c00218ac512;5f584189fc58110021464422;PENDING
5f9c24c04bc98c00218ae4a1;5f9c23f94bc98c00218ae3a4;5f63c4f5b47ff900210864c1;PENDING
5f9c3aab4bc98c00218b0a9e;5f9bfbbacda2cf0021cb5746;5f63c4f5b47ff900210864c1;PENDING
5f9c3b1e4bc98c00218b0b41;5f9bfbbacda2cf0021cb5746;5f63c4f5b47ff900210864c1;PENDING
5f9c476a4bc98c00218b242f;5f9c468e4bc98c00218b2383;5f584189fc58110021464422;PENDING
5f9c47bc4bc98c00218b24bd;5f9c468e4bc98c00218b2383;5f584189fc58110021464422;PENDING
5f9c47cf4bc98c00218b25cb;5f9c468e4bc98c00218b2383;5f584189fc58110021464422;PENDING
5f9c49404bc98c00218b2786;5f9c48ca4bc98c00218b26b9;5f584189fc58110021464422;PENDING
5f9c50ad346fcf0021793e28;5f9c5064346fcf0021793d26;5f584189fc58110021464422;PENDING
5f9c532d346fcf0021794279;5f9c51fa346fcf0021794095;5f584189fc58110021464422;PENDING
5f9c5425346fcf0021794409;5f9c537e346fcf002179433e;5f63c4f5b47ff900210864c1;PENDING
5f9c9f80346fcf00217a5c75;5f9c9f0e346fcf00217a5c34;5f6a560c5e1816002176105d;PENDING
5f9ca43c346fcf00217a62b2;5f9ca3be346fcf00217a6244;5f63c4f5b47ff900210864c1;PENDING
5f9cbc91346fcf00217a7e81;5f9cba29346fcf00217a7bc9;5f63c4f5b47ff900210864c1;PENDING
5f9cbcd0346fcf00217a7e98;5f9cba29346fcf00217a7bc9;5f63c4f5b47ff900210864c1;PENDING
5f9cceb6346fcf00217a9cb2;5f9ccd50346fcf00217a9ab8;5f6a560c5e1816002176105d;PENDING
5f9dc28930d5db002148f558;5f9dc0d130d5db002148f300;5f63c4f5b47ff900210864c1;PENDING
5f9dc28930d5db002148f559;5f9dc22030d5db002148f4ec;5f5bc310b8742200213bda1d;PENDING
5f9dc2f030d5db002148f644;5f9dc0d130d5db002148f300;5f63c4f5b47ff900210864c1;PENDING
5f9dc2f030d5db002148f645;5f9dc22030d5db002148f4ec;5f5bc310b8742200213bda1d;PENDING
5f9dc33b30d5db002148f65d;5f9dc0d130d5db002148f300;5f63c4f5b47ff900210864c1;PENDING
5f9dc33b30d5db002148f65e;5f9dc22030d5db002148f4ec;5f5bc310b8742200213bda1d;PENDING
5f9dd7ce9edca400210016c6;5f9dd65a9edca400210014f3;5f550609cba01d00210ed015;PENDING
5f9efb4a10d60a002143a2c6;5f9efa9210d60a002143a062;5f6a560c5e1816002176105d;PENDING
5f9f106110d60a002143c279;5f9f0fa210d60a002143c1ac;5f584189fc58110021464422;PENDING
5fa003645e7e510021e197a4;5fa0026a5e7e510021e19687;5f63c4f5b47ff900210864c1;PENDING
5fa007c05e7e510021e19bf1;5fa006c05e7e510021e19b31;5f63c4f5b47ff900210864c1;PENDING
5fa071b05e7e510021e210fc;5fa0709f5e7e510021e20fea;5f63c4f5b47ff900210864c1;PENDING
5fa072e25e7e510021e2131f;5fa071c55e7e510021e2114d;5f63c4f5b47ff900210864c1;PENDING
5fa078bc5e7e510021e21ecf;5fa077975e7e510021e21d49;5f6a560c5e1816002176105d;PENDING
5fa17b1b519c950021c44f06;5f9c19454bc98c00218ac528;5f6a560c5e1816002176105d;PENDING
5fa17b1b519c950021c44f07;5fa17a58519c950021c44e13;5f584189fc58110021464422;PENDING
5fa18838519c950021c46c63;5fa186d8519c950021c469c5;5f6a560c5e1816002176105d;PENDING
5fa189d0519c950021c472c6;5fa1895e519c950021c471c5;5f584189fc58110021464422;PENDING
5fa1ae27519c950021c4c645;5fa1ad7b519c950021c4c366;5f63c4f5b47ff900210864c1;PENDING
5fa1c7a8519c950021c5070e;5fa1c55f519c950021c50362;5f6a560c5e1816002176105d;PENDING
5fa1cc5d519c950021c5195d;5fa1cc0d519c950021c51935;5f616dee39bc920021e3d1eb;PENDING
5fa1d73a519c950021c52792;5fa1d66a519c950021c5238e;5f63c4f5b47ff900210864c1;PENDING
5fa29daed6424400219877e2;5fa29a36d6424400219874dd;5f6a560c5e1816002176105d;PENDING
5fa2ff31d6424400219a11fc;5fa2fe91d64244002199fb1e;5f6a560c5e1816002176105d;PENDING
5fa30b92d6424400219aa942;5fa3083ad6424400219a88cb;5f627b7039bc920021e3d2d5;PENDING
5fa31491d6424400219af416;5fa31424d6424400219af1e6;5f63c4f5b47ff900210864c1;PENDING
5fa31c4dd6424400219b2519;5fa314f8d6424400219af798;5f5bc310b8742200213bda1d;PENDING
5fa31c4dd6424400219b251a;5fa31907d6424400219b1250;5f6a560c5e1816002176105d;PENDING
5fa328f7d6424400219b4c33;5fa326d0d6424400219b45bf;5f584189fc58110021464422;PENDING
5fa345f07f20ff00219cbe53;5fa344c37f20ff00219cb974;5f6a560c5e1816002176105d;PENDING
5fa420e37f20ff00219eccb6;5fa420197f20ff00219ec791;5f6a560c5e1816002176105d;PENDING
5fa425217f20ff00219eee4e;5fa186d9519c950021c469d6;5f63c4f5b47ff900210864c1;PENDING
5fa42b007f20ff00219f198f;5fa429f67f20ff00219f12f2;5f584189fc58110021464422;PENDING
5fa43cb37f20ff00219f6f98;5fa43c3e7f20ff00219f6df6;5f616dee39bc920021e3d1eb;PENDING
5fa43cc77f20ff00219f6fc0;5fa43c3e7f20ff00219f6df6;5f616dee39bc920021e3d1eb;PENDING
5fa43cd07f20ff00219f6fe8;5fa43c3e7f20ff00219f6df6;5f616dee39bc920021e3d1eb;PENDING
5fa455d0903a350021177595;5fa452f9903a350021176674;5f86fe1a088168002159192a;PENDING
5fa455d0903a350021177596;5fa4551a903a3500211771fe;5f7767b8333d3e0021f11821;PENDING
5fa455d8903a3500211775d6;5fa452f9903a350021176674;5f86fe1a088168002159192a;PENDING
5fa455d9903a3500211775d7;5fa4551a903a3500211771fe;5f7767b8333d3e0021f11821;PENDING
5fa455fd903a3500211776db;5fa452f9903a350021176674;5f86fe1a088168002159192a;PENDING
5fa455fd903a3500211776dc;5fa4551a903a3500211771fe;5f7767b8333d3e0021f11821;PENDING
5fa48091903a350021181c78;5fa47da2903a3500211813c3;5f6a560c5e1816002176105d;PENDING
5fa4809c903a350021181dff;5fa47da2903a3500211813c3;5f6a560c5e1816002176105d;PENDING
5fa480a4903a350021181e29;5fa47da2903a3500211813c3;5f6a560c5e1816002176105d;PENDING
5fa480a9903a350021181e3c;5fa47da2903a3500211813c3;5f6a560c5e1816002176105d;PENDING
5fa480bd903a350021181e49;5fa47da2903a3500211813c3;5f6a560c5e1816002176105d;PENDING
5fa493c1903a35002118688d;5fa492c7903a350021186502;5f5bd45eb8742200213bda26;PENDING
5fa4a749903a35002118add8;5fa4a66d903a35002118aa0a;5f6a560c5e1816002176105d;PENDING
5fa4a957903a35002118b421;5fa41ded7f20ff00219eb108;5f6a560c5e1816002176105d;PENDING
5fa4cf14903a35002118ff4e;5fa4ce02903a35002118fedf;5f584189fc58110021464422;PENDING
5fa4cf61903a35002118ff75;5fa4ce02903a35002118fedf;5f584189fc58110021464422;PENDING
5fa4cf67903a35002118ff80;5fa4ce02903a35002118fedf;5f584189fc58110021464422;PENDING
5fa4cf9b903a35002118ff8d;5fa4ce02903a35002118fedf;5f584189fc58110021464422;PENDING
5fa4d00c903a35002118ffaa;5fa4ce02903a35002118fedf;5f584189fc58110021464422;PENDING
5fa4d046903a35002118ffd1;5fa4ce02903a35002118fedf;5f584189fc58110021464422;PENDING
5fa4d050903a35002118ffdc;5fa4ce02903a35002118fedf;5f584189fc58110021464422;PENDING
5fa4d08a903a3500211900a1;5fa4ce02903a35002118fedf;5f584189fc58110021464422;PENDING
5fa537a2903a350021197d0d;5fa533cc903a35002119756a;5f68bd30805b010021729825;PENDING
5fa54a3a903a35002119a88a;5fa54909903a35002119a4f7;5f63c4f5b47ff900210864c1;PENDING
5fa57c47903a3500211ae2c8;5fa57b97903a3500211ae06f;5f6a560c5e1816002176105d;PENDING
5fa591aa903a3500211b1e48;5fa452f9903a350021176674;5f86fe1a088168002159192a;PENDING
5fa591aa903a3500211b1e49;5fa4551a903a3500211771fe;5f7767b8333d3e0021f11821;PENDING
5fa596c1903a3500211b4207;5fa59635903a3500211b3d5b;5f63c4f5b47ff900210864c1;PENDING
5fa59fcb903a3500211b5d45;5fa59f3c903a3500211b5c11;5f63c4f5b47ff900210864c1;PENDING
5fa5b2398caba90021e727b2;5fa5b1e28caba90021e72668;5f616dee39bc920021e3d1eb;PENDING
5fa5b9938caba90021e748d9;5fa5b7d38caba90021e73cc9;5f6a560c5e1816002176105d;PENDING
5fa5c00c8caba90021e76569;5fa56cd5903a3500211a9f79;5f6a560c5e1816002176105d;PENDING
5fa5c0128caba90021e76590;5fa56cd5903a3500211a9f79;5f6a560c5e1816002176105d;PENDING
5fa5c6968caba90021e776de;5fa5c5898caba90021e77356;5f63c4f5b47ff900210864c1;PENDING
5fa5c6a98caba90021e7798d;5fa5c5898caba90021e77356;5f63c4f5b47ff900210864c1;PENDING
5fa5c6b28caba90021e7799a;5fa5c5898caba90021e77356;5f63c4f5b47ff900210864c1;PENDING
5fa5c6e58caba90021e77ad3;5fa5c5898caba90021e77356;5f63c4f5b47ff900210864c1;PENDING
5fa5defc8caba90021e7b6c1;5fa4b967903a35002118e178;5f6a560c5e1816002176105d;PENDING
5fa5f8db8caba90021e824f1;5fa5f8148caba90021e82366;5f6a560c5e1816002176105d;PENDING
5fa612f28caba90021e86bf0;5fa60a5a8caba90021e85b62;5f627b7039bc920021e3d2d5;PENDING
5fa612f28caba90021e86bf1;5fa60e918caba90021e86448;5f6a560c5e1816002176105d;PENDING
5fa6cd908caba90021e99d82;5fa6cac78caba90021e997d3;5f86fe1a088168002159192a;PENDING
5fa6d2748caba90021e9b052;5fa6d1938caba90021e9aa5f;5f6a560c5e1816002176105d;PENDING
5fa6ead88caba90021e9e917;5fa6d34a8caba90021e9b2d0;5f6a560c5e1816002176105d;PENDING
5fa722a1a47c3b00212eb7c9;5fa71ee7a47c3b00212eb04b;5f584189fc58110021464422;PENDING
5fa7f1dea47c3b00212fea40;5fa7e1eda47c3b00212fcd3a;5f63c4f5b47ff900210864c1;PENDING
5fa89e74345ef200210a79d7;5fa89b35345ef200210a717b;5f765eac6ab32d0021e8c9b3;PENDING
5fa89e74345ef200210a79d8;5fa89b8c345ef200210a71fb;5f6a560c5e1816002176105d;PENDING
5fa89ebf345ef200210a7a44;5fa89b35345ef200210a717b;5f765eac6ab32d0021e8c9b3;PENDING
5fa89ebf345ef200210a7a45;5fa89b8c345ef200210a71fb;5f6a560c5e1816002176105d;PENDING
5fa89f0e345ef200210a7b1d;5fa89b35345ef200210a717b;5f765eac6ab32d0021e8c9b3;PENDING
5fa89f0e345ef200210a7b1e;5fa89b8c345ef200210a71fb;5f6a560c5e1816002176105d;PENDING
5fa89f44345ef200210a7b76;5fa89b35345ef200210a717b;5f765eac6ab32d0021e8c9b3;PENDING
5fa89f44345ef200210a7b77;5fa89b8c345ef200210a71fb;5f6a560c5e1816002176105d;PENDING
5fa89f8c345ef200210a7b9b;5fa89b35345ef200210a717b;5f765eac6ab32d0021e8c9b3;PENDING
5fa89f8c345ef200210a7b9c;5fa89b8c345ef200210a71fb;5f6a560c5e1816002176105d;PENDING
5fa89fdc345ef200210a7d1a;5fa89b35345ef200210a717b;5f765eac6ab32d0021e8c9b3;PENDING
5fa89fdc345ef200210a7d1b;5fa89b8c345ef200210a71fb;5f6a560c5e1816002176105d;PENDING
5fa8be40345ef200210ab879;5fa8b525345ef200210aa1ef;5f6a560c5e1816002176105d;PENDING
5fa93ff3345ef200210b8221;5fa93ef6345ef200210b8067;5f63c4f5b47ff900210864c1;PENDING
5fa944fc345ef200210b8af7;5fa9440b345ef200210b8842;5f63c4f5b47ff900210864c1;PENDING
5fa9492b345ef200210b90a0;5fa94766345ef200210b8f8b;5f584189fc58110021464422;PENDING
5fa9493c345ef200210b90b7;5fa94766345ef200210b8f8b;5f584189fc58110021464422;PENDING
5fa9497c345ef200210b9124;5fa94766345ef200210b8f8b;5f584189fc58110021464422;PENDING
5fa94b5c345ef200210b92c1;5fa94aab345ef200210b923e;5f584189fc58110021464422;PENDING
5fa956ba345ef200210baa86;5fa95013345ef200210b980f;5f6a560c5e1816002176105d;PENDING
5fa95796345ef200210badb9;5fa95729345ef200210bacbf;5f6a560c5e1816002176105d;PENDING
5fa964e2345ef200210be32a;5fa963bd345ef200210bd0ac;5f6a560c5e1816002176105d;PENDING
5fa9958cce7202002176d46e;5fa992eb345ef200210d3f79;5f584189fc58110021464422;PENDING
5fa99740ce7202002176dbae;5fa17a58519c950021c44e13;5f584189fc58110021464422;PENDING
5fa99740ce7202002176dbaf;5fa99626ce7202002176d770;5f584189fc58110021464422;PENDING
5fa99760ce7202002176dc68;5fa98b6f345ef200210cf7ea;5f62842739bc920021e3d2da;PENDING
5fa9b355ce7202002177b697;5fa9a8a6ce72020021775f7b;5f63c4f5b47ff900210864c1;PENDING
5fa9b40cce7202002177b993;5fa9b280ce7202002177b269;5f63c4f5b47ff900210864c1;PENDING
5fa9b5c6ce7202002177cbfc;5fa9b518ce7202002177c2b6;5f63c4f5b47ff900210864c1;PENDING
5fa9b79ece7202002177d8f3;5fa9b66bce7202002177d04a;5f5bd45eb8742200213bda26;PENDING
5fa9b932ce7202002177e404;5fa9b7ccce7202002177da18;5f63c4f5b47ff900210864c1;PENDING
5fa9b9cece7202002177ffae;5fa9b7ccce7202002177da18;5f63c4f5b47ff900210864c1;PENDING
5fa9ba38ce720200217804e5;5fa9b7ccce7202002177da18;5f63c4f5b47ff900210864c1;PENDING
5fa9bc8dce72020021780caa;5fa9b7ccce7202002177da18;5f63c4f5b47ff900210864c1;PENDING
5fa9cb92ce720200217846cd;5fa97ca5345ef200210c619a;5f63c4f5b47ff900210864c1;PENDING
5fa9d1d5ce72020021785b25;5fa9d09bce720200217857e4;5f63c4f5b47ff900210864c1;PENDING
5fa9f4bbce7202002178d849;5fa9f466ce7202002178d80c;5f584189fc58110021464422;PENDING
5fa9f4ccce7202002178d854;5fa9f466ce7202002178d80c;5f584189fc58110021464422;PENDING
5fa9f4e1ce7202002178d85f;5fa9f466ce7202002178d80c;5f584189fc58110021464422;PENDING
5faabfeb19bbc50021fd60dc;5faabf1c19bbc50021fd6031;5f6a560c5e1816002176105d;PENDING
5faacdfc19bbc50021fd855e;5faacc4619bbc50021fd8199;5f63c4f5b47ff900210864c1;PENDING
5faad73419bbc50021fdaf9e;5faad6e519bbc50021fdaea1;5f63c4f5b47ff900210864c1;PENDING
